nombre_foto,peso_real_kg,peso_estimado_kg,limite_inferior_kg,limite_superior_kg,dentro_intervalo
BLF2130_0.jpg,285.00,302.61,217.35,387.88,True
BLF2130_1.jpg,285.00,232.62,147.35,317.89,True
BLF2130_3.jpg,285.00,271.64,186.37,356.90,True
BLF2277_0.jpg,210.00,200.96,115.70,286.23,True
BLF2277_1.jpg,210.00,225.99,140.72,311.26,True
BLF2277_3.jpg,210.00,213.31,128.05,298.58,True
BLF2302_0.jpg,173.00,191.65,106.39,276.92,True
BLF2302_1.jpg,173.00,212.05,126.79,297.32,True
BLF2302_3.jpg,173.00,199.70,114.44,284.97,True
BLF2058_0.jpg,220.00,242.88,157.62,328.15,True
BLF2058_1.jpg,220.00,268.35,183.09,353.62,True
BLF2058_3.jpg,220.00,229.93,144.66,315.20,True
BLF2575_0.jpg,211.00,238.46,153.19,323.72,True
BLF2575_1.jpg,211.00,260.87,175.61,346.14,True
BLF2575_3.jpg,211.00,217.90,132.64,303.17,True
BLF2167_0.jpg,242.00,275.00,189.73,360.26,True
BLF2167_1.jpg,242.00,219.55,134.28,304.81,True
BLF2167_3.jpg,242.00,262.00,176.73,347.27,True
BLF2020_0.jpg,226.00,273.08,187.81,358.34,True
BLF2020_1.jpg,226.00,245.82,160.55,331.08,True
BLF2020_3.jpg,226.00,263.36,178.10,348.63,True
BLF2163_0.jpg,282.00,272.27,187.01,357.54,True
BLF2163_1.jpg,282.00,286.65,201.38,371.91,True
BLF2163_3.jpg,282.00,310.50,225.23,395.76,True
BLF2333_0.jpg,207.00,238.39,153.13,323.66,True
BLF2333_1.jpg,207.00,185.73,100.47,271.00,True
BLF2333_3.jpg,207.00,212.42,127.15,297.69,True
BLF2329_0.jpg,198.00,194.95,109.69,280.22,True
BLF2329_1.jpg,198.00,218.00,132.74,303.27,True
BLF2329_3.jpg,198.00,178.82,93.56,264.09,True
BLF2152_0.jpg,220.00,234.57,149.30,319.83,True
BLF2152_1.jpg,220.00,232.47,147.20,317.73,True
BLF2152_3.jpg,220.00,229.22,143.96,314.49,True
BLF2293_0.jpg,170.00,213.15,127.88,298.41,True
BLF2293_1.jpg,170.00,197.11,111.84,282.37,True
BLF2293_3.jpg,170.00,201.20,115.93,286.46,True
BLF2082_0.jpg,272.00,309.86,224.60,395.13,True
BLF2082_1.jpg,272.00,258.98,173.71,344.24,True
BLF2082_3.jpg,272.00,270.18,184.91,355.44,True
BLF2573_0.jpg,250.00,208.93,123.67,294.20,True
BLF2573_1.jpg,250.00,247.27,162.00,332.53,True
BLF2573_3.jpg,250.00,200.45,115.19,285.72,True
lateral_33.png,450.00,362.75,277.49,448.02,False
BLF2129_0.jpg,275.00,222.08,136.81,307.34,True
BLF2129_1.jpg,275.00,235.61,150.35,320.88,True
BLF2129_3.jpg,275.00,318.12,232.85,403.38,True
BLF2525_0.jpg,297.00,308.56,223.29,393.82,True
BLF2525_1.jpg,297.00,254.97,169.70,340.23,True
BLF2525_3.jpg,297.00,278.97,193.70,364.23,True
BLF2588_0.jpg,233.00,284.11,198.85,369.38,True
BLF2588_1.jpg,233.00,229.03,143.76,314.30,True
BLF2588_3.jpg,233.00,182.64,97.38,267.91,True
BLF2527_0.jpg,546.00,353.48,268.21,438.75,False
BLF2527_1.jpg,546.00,408.65,323.38,493.91,False
BLF2527_3.jpg,546.00,421.30,336.03,506.56,False
BLF2285_0.jpg,224.00,231.32,146.05,316.58,True
BLF2285_1.jpg,224.00,223.04,137.78,308.31,True
BLF2285_3.jpg,224.00,260.79,175.52,346.06,True
BLF2624_0.jpg,208.00,256.90,171.63,342.17,True
BLF2624_1.jpg,208.00,204.68,119.41,289.94,True
BLF2624_3.jpg,208.00,240.95,155.68,326.21,True
BLF2662_0.jpg,238.00,246.13,160.86,331.40,True
BLF2662_1.jpg,238.00,236.63,151.37,321.90,True
BLF2662_3.jpg,238.00,201.39,116.12,286.66,True
BLF2265_0.jpg,226.00,224.78,139.52,310.05,True
BLF2265_1.jpg,226.00,226.41,141.15,311.68,True
BLF2265_3.jpg,226.00,242.90,157.64,328.17,True
BLF2287_0.jpg,176.00,170.42,85.15,255.69,True
BLF2287_1.jpg,176.00,185.74,100.47,271.01,True
BLF2287_3.jpg,176.00,174.15,88.89,259.42,True
BLF2306_0.jpg,285.00,294.19,208.93,379.46,True
BLF2306_1.jpg,285.00,205.52,120.25,290.78,True
BLF2306_3.jpg,285.00,282.32,197.05,367.58,True
BLF2502_0.jpg,816.00,532.89,447.63,618.16,False
BLF2502_1.jpg,816.00,363.74,278.48,449.01,False
BLF2502_3.jpg,816.00,433.52,348.26,518.79,False
BLF2171_0.jpg,268.00,239.61,154.34,324.88,True
BLF2171_1.jpg,268.00,226.63,141.36,311.90,True
BLF2171_3.jpg,268.00,261.43,176.17,346.70,True
BLF2307_0.jpg,264.00,233.47,148.20,318.74,True
BLF2307_1.jpg,264.00,252.80,167.53,338.06,True
BLF2307_3.jpg,264.00,222.07,136.81,307.34,True
lateral_22.png,440.00,429.19,343.92,514.45,True
BLF2612_0.jpg,203.00,192.59,107.33,277.86,True
BLF2612_1.jpg,203.00,216.65,131.39,301.92,True
BLF2612_3.jpg,203.00,197.45,112.18,282.71,True
BLF2154_0.jpg,220.00,227.03,141.76,312.30,True
BLF2154_1.jpg,220.00,227.76,142.49,313.02,True
BLF2154_3.jpg,220.00,237.00,151.73,322.26,True
BLF2178_0.jpg,246.00,264.88,179.62,350.15,True
BLF2178_1.jpg,246.00,261.27,176.00,346.53,True
BLF2178_3.jpg,246.00,237.71,152.44,322.97,True
BLF2301_0.jpg,218.00,215.53,130.27,300.80,True
BLF2301_1.jpg,218.00,202.72,117.46,287.99,True
BLF2301_3.jpg,218.00,233.78,148.51,319.05,True
BLF2565_0.jpg,234.00,224.19,138.92,309.45,True
BLF2565_1.jpg,234.00,272.08,186.82,357.35,True
BLF2565_3.jpg,234.00,223.18,137.91,308.44,True
BLF2117_0.jpg,236.00,214.82,129.56,300.09,True
BLF2117_1.jpg,236.00,233.98,148.71,319.24,True
BLF2117_3.jpg,236.00,228.53,143.26,313.79,True
BLF2137_0.jpg,239.00,229.42,144.15,314.68,True
BLF2137_1.jpg,239.00,227.83,142.57,313.10,True
BLF2137_3.jpg,239.00,234.06,148.79,319.33,True
BLF2596_0.jpg,203.00,202.08,116.82,287.35,True
BLF2596_1.jpg,203.00,198.88,113.61,284.14,True
BLF2596_3.jpg,203.00,206.05,120.79,291.32,True
BLF2011_0.jpg,245.00,221.65,136.38,306.91,True
BLF2011_1.jpg,245.00,263.07,177.80,348.34,True
BLF2011_3.jpg,245.00,223.45,138.18,308.72,True
BLF2517_0.jpg,247.00,252.97,167.71,338.24,True
BLF2517_1.jpg,247.00,300.64,215.38,385.91,True
BLF2517_3.jpg,247.00,261.33,176.06,346.60,True
BLF2234_0.jpg,197.00,193.84,108.57,279.11,True
BLF2234_1.jpg,197.00,236.81,151.54,322.07,True
BLF2234_3.jpg,197.00,206.24,120.97,291.50,True
BLF2105_0.jpg,259.00,334.10,248.84,419.37,True
BLF2105_1.jpg,259.00,257.74,172.47,343.01,True
BLF2105_3.jpg,259.00,243.60,158.34,328.87,True
BLF2146_0.jpg,289.00,335.96,250.70,421.23,True
BLF2146_1.jpg,289.00,277.21,191.94,362.48,True
BLF2146_3.jpg,289.00,264.23,178.96,349.49,True
BLF2538_0.jpg,477.00,499.09,413.82,584.36,True
BLF2538_1.jpg,477.00,491.33,406.06,576.59,True
BLF2538_3.jpg,477.00,533.23,447.97,618.50,True
BLF2185_0.jpg,279.00,321.97,236.70,407.23,True
BLF2185_1.jpg,279.00,308.10,222.84,393.37,True
BLF2185_3.jpg,279.00,293.60,208.34,378.87,True
BLF2572_0.jpg,254.00,283.67,198.40,368.94,True
BLF2572_1.jpg,254.00,266.83,181.57,352.10,True
BLF2572_3.jpg,254.00,224.84,139.58,310.11,True
BLF2244_0.jpg,226.00,231.76,146.50,317.03,True
BLF2244_1.jpg,226.00,247.63,162.37,332.90,True
BLF2244_3.jpg,226.00,225.44,140.17,310.70,True
BLF2014_0.jpg,185.00,207.94,122.68,293.21,True
BLF2014_1.jpg,185.00,179.32,94.05,264.58,True
BLF2014_3.jpg,185.00,250.67,165.40,335.93,True
BLF2590_0.jpg,270.00,220.01,134.74,305.27,True
BLF2590_1.jpg,270.00,256.33,171.06,341.59,True
BLF2590_3.jpg,270.00,264.75,179.48,350.01,True
lateral_27.png,450.00,464.12,378.85,549.38,True
BLF2646_0.jpg,230.00,213.79,128.52,299.05,True
BLF2646_1.jpg,230.00,229.45,144.18,314.71,True
BLF2646_3.jpg,230.00,232.73,147.46,317.99,True
lateral_24.png,445.00,460.79,375.52,546.05,True
BLF2637_0.jpg,274.00,220.39,135.12,305.65,True
BLF2637_1.jpg,274.00,263.50,178.24,348.77,True
BLF2637_3.jpg,274.00,229.98,144.71,315.24,True
lateral_30.png,608.00,364.50,279.24,449.77,False
BLF2651_0.jpg,192.00,202.71,117.45,287.98,True
BLF2651_1.jpg,192.00,206.24,120.97,291.50,True
BLF2651_3.jpg,192.00,207.81,122.54,293.07,True
BLF2065_0.jpg,216.00,223.12,137.85,308.38,True
BLF2065_1.jpg,216.00,225.28,140.01,310.54,True
BLF2065_3.jpg,216.00,219.52,134.25,304.79,True
BLF2177_0.jpg,203.00,182.88,97.62,268.15,True
BLF2177_1.jpg,203.00,198.72,113.45,283.99,True
BLF2177_3.jpg,203.00,197.32,112.05,282.58,True
BLF2147_0.jpg,266.00,317.49,232.22,402.75,True
BLF2147_1.jpg,266.00,228.01,142.75,313.28,True
BLF2147_3.jpg,266.00,237.07,151.80,322.33,True
BLF2616_0.jpg,246.00,206.37,121.11,291.64,True
BLF2616_1.jpg,246.00,272.36,187.09,357.62,True
BLF2616_3.jpg,246.00,201.97,116.71,287.24,True
BLF2629_0.jpg,294.00,324.16,238.90,409.43,True
BLF2629_1.jpg,294.00,317.51,232.24,402.78,True
BLF2629_3.jpg,294.00,289.79,204.53,375.06,True
BLF2610_0.jpg,302.00,272.57,187.30,357.83,True
BLF2610_1.jpg,302.00,338.58,253.32,423.85,True
BLF2610_3.jpg,302.00,321.93,236.67,407.20,True
BLF2656_0.jpg,209.00,213.02,127.76,298.29,True
BLF2656_1.jpg,209.00,183.31,98.04,268.57,True
BLF2656_3.jpg,209.00,192.44,107.17,277.70,True
BLF2546_0.jpg,419.00,372.83,287.56,458.09,True
BLF2546_1.jpg,419.00,470.51,385.24,555.77,True
BLF2546_3.jpg,419.00,376.24,290.97,461.50,True
BLF2568_0.jpg,187.00,224.10,138.83,309.36,True
BLF2568_1.jpg,187.00,196.43,111.16,281.69,True
BLF2568_3.jpg,187.00,178.20,92.93,263.47,True
BLF2106_0.jpg,277.00,250.34,165.08,335.61,True
BLF2106_1.jpg,277.00,248.77,163.51,334.04,True
BLF2106_3.jpg,277.00,236.47,151.21,321.74,True
BLF2214_0.jpg,252.00,262.15,176.88,347.41,True
BLF2214_1.jpg,252.00,285.16,199.89,370.42,True
BLF2214_3.jpg,252.00,251.70,166.43,336.97,True
BLF2623_0.jpg,316.00,276.44,191.18,361.71,True
BLF2623_1.jpg,316.00,362.47,277.20,447.73,True
BLF2623_3.jpg,316.00,354.40,269.13,439.66,True
BLF2597_0.jpg,263.00,330.39,245.13,415.66,True
BLF2597_1.jpg,263.00,214.23,128.96,299.49,True
BLF2597_3.jpg,263.00,279.55,194.29,364.82,True
BLF2208_0.jpg,222.00,218.58,133.31,303.85,True
BLF2208_1.jpg,222.00,252.08,166.81,337.34,True
BLF2208_3.jpg,222.00,284.24,198.97,369.50,True
BLF2631_0.jpg,231.00,250.43,165.17,335.70,True
BLF2631_1.jpg,231.00,249.87,164.61,335.14,True
BLF2631_3.jpg,231.00,247.17,161.90,332.44,True
BLF2206_0.jpg,299.00,301.50,216.23,386.76,True
BLF2206_1.jpg,299.00,322.72,237.45,407.98,True
BLF2206_3.jpg,299.00,332.66,247.39,417.92,True
BLF2183_0.jpg,247.00,225.10,139.83,310.37,True
BLF2183_1.jpg,247.00,235.86,150.59,321.13,True
BLF2183_3.jpg,247.00,271.89,186.63,357.16,True
BLF2003_0.jpg,212.00,205.90,120.64,291.17,True
BLF2003_1.jpg,212.00,207.51,122.24,292.78,True
BLF2003_3.jpg,212.00,247.29,162.02,332.55,True
BLF2099_0.jpg,295.00,302.25,216.98,387.51,True
BLF2099_1.jpg,295.00,252.09,166.83,337.36,True
BLF2099_3.jpg,295.00,265.48,180.21,350.74,True
BLF2073_0.jpg,300.00,437.66,352.39,522.92,False
BLF2073_1.jpg,300.00,336.25,250.98,421.51,True
BLF2073_3.jpg,300.00,320.22,234.96,405.49,True
BLF2021_0.jpg,211.00,251.97,166.70,337.24,True
BLF2021_1.jpg,211.00,194.58,109.31,279.84,True
BLF2021_3.jpg,211.00,232.93,147.67,318.20,True
BLF2175_0.jpg,208.00,177.50,92.24,262.77,True
BLF2175_1.jpg,208.00,207.85,122.59,293.12,True
BLF2175_3.jpg,208.00,214.61,129.35,299.88,True
BLF2013_0.jpg,255.00,250.07,164.80,335.33,True
BLF2013_1.jpg,255.00,294.99,209.72,380.25,True
BLF2013_3.jpg,255.00,313.67,228.41,398.94,True
BLF2118_0.jpg,300.00,247.99,162.72,333.25,True
BLF2118_1.jpg,300.00,253.74,168.48,339.01,True
BLF2118_3.jpg,300.00,306.04,220.78,391.31,True
BLF2532_0.jpg,365.00,398.46,313.19,483.72,True
BLF2532_1.jpg,365.00,374.17,288.91,459.44,True
BLF2532_3.jpg,365.00,350.47,265.21,435.74,True
BLF2210_0.jpg,311.00,280.49,195.23,365.76,True
BLF2210_1.jpg,311.00,337.99,252.72,423.25,True
BLF2210_3.jpg,311.00,277.86,192.60,363.13,True
BLF2085_0.jpg,195.00,247.93,162.66,333.19,True
BLF2085_1.jpg,195.00,233.73,148.46,319.00,True
BLF2085_3.jpg,195.00,202.84,117.58,288.11,True
BLF2115_0.jpg,280.00,286.56,201.29,371.82,True
BLF2115_1.jpg,280.00,235.24,149.97,320.50,True
BLF2115_3.jpg,280.00,254.71,169.45,339.98,True
BLF2557_0.jpg,195.00,182.68,97.41,267.94,True
BLF2557_1.jpg,195.00,294.56,209.29,379.82,False
BLF2557_3.jpg,195.00,206.29,121.03,291.56,True
BLF2582_0.jpg,222.00,229.93,144.66,315.19,True
BLF2582_1.jpg,222.00,252.78,167.52,338.05,True
BLF2582_3.jpg,222.00,246.49,161.23,331.76,True
BLF2267_0.jpg,222.00,207.90,122.64,293.17,True
BLF2267_1.jpg,222.00,246.35,161.08,331.61,True
BLF2267_3.jpg,222.00,224.21,138.95,309.48,True
lateral_9.png,400.00,479.01,393.75,564.28,True
BLF2318_0.jpg,161.00,164.34,79.07,249.61,True
BLF2318_1.jpg,161.00,206.56,121.30,291.83,True
BLF2318_3.jpg,161.00,173.77,88.50,259.03,True
BLF2007_0.jpg,240.00,216.80,131.53,302.06,True
BLF2007_1.jpg,240.00,243.96,158.69,329.23,True
BLF2007_3.jpg,240.00,260.70,175.43,345.96,True
BLF2157_0.jpg,205.00,207.61,122.34,292.87,True
BLF2157_1.jpg,205.00,224.22,138.95,309.48,True
BLF2157_3.jpg,205.00,237.39,152.13,322.66,True
video_BLF2003_3.jpg,212.00,213.93,128.66,299.19,True
video_BLF2003_7.jpg,212.00,221.20,135.94,306.47,True
video_BLF2007_3.jpg,240.00,317.07,231.81,402.34,True
video_BLF2007_7.jpg,240.00,285.61,200.35,370.88,True
video_BLF2011_3.jpg,245.00,218.15,132.88,303.41,True
video_BLF2011_7.jpg,245.00,220.83,135.57,306.10,True
video_BLF2013_3.jpg,255.00,273.17,187.90,358.43,True
video_BLF2013_7.jpg,255.00,251.60,166.33,336.87,True
video_BLF2014_3.jpg,185.00,273.88,188.62,359.15,False
video_BLF2014_7.jpg,185.00,248.83,163.57,334.10,True
video_BLF2020_3.jpg,226.00,196.15,110.89,281.42,True
video_BLF2020_7.jpg,226.00,214.71,129.44,299.97,True
video_BLF2021_3.jpg,211.00,213.53,128.26,298.79,True
video_BLF2021_7.jpg,211.00,221.40,136.14,306.67,True
video_BLF2058_3.jpg,220.00,236.32,151.05,321.58,True
video_BLF2058_7.jpg,220.00,244.59,159.33,329.86,True
video_BLF2065_3.jpg,216.00,216.77,131.51,302.04,True
video_BLF2065_7.jpg,216.00,232.41,147.14,317.67,True
video_BLF2073_3.jpg,300.00,268.78,183.52,354.05,True
video_BLF2073_7.jpg,300.00,229.27,144.01,314.54,True
video_BLF2074_3.jpg,210.00,204.47,119.21,289.74,True
video_BLF2074_7.jpg,210.00,225.49,140.23,310.76,True
video_BLF2082_3.jpg,272.00,274.37,189.10,359.63,True
video_BLF2082_7.jpg,272.00,203.98,118.71,289.24,True
video_BLF2085_3.jpg,195.00,230.13,144.86,315.39,True
video_BLF2085_7.jpg,195.00,200.27,115.00,285.53,True
video_BLF2087_3.jpg,287.00,351.35,266.08,436.62,True
video_BLF2087_7.jpg,287.00,300.64,215.37,385.90,True
video_BLF2091_3.jpg,273.00,274.72,189.45,359.98,True
video_BLF2091_7.jpg,273.00,242.37,157.11,327.64,True
video_BLF2095_3.jpg,252.00,224.88,139.62,310.15,True
video_BLF2095_7.jpg,252.00,276.61,191.35,361.88,True
video_BLF2099_3.jpg,295.00,361.61,276.34,446.88,True
video_BLF2099_7.jpg,295.00,306.63,221.36,391.89,True
video_BLF2105_3.jpg,259.00,214.38,129.11,299.65,True
video_BLF2105_7.jpg,259.00,234.71,149.44,319.97,True
video_BLF2106_3.jpg,277.00,271.45,186.18,356.71,True
video_BLF2106_7.jpg,277.00,246.56,161.30,331.83,True
video_BLF2115_3.jpg,280.00,280.99,195.72,366.25,True
video_BLF2115_7.jpg,280.00,299.51,214.24,384.78,True
video_BLF2117_3.jpg,236.00,228.88,143.61,314.14,True
video_BLF2117_7.jpg,236.00,204.97,119.71,290.24,True
video_BLF2118_3.jpg,300.00,263.93,178.66,349.19,True
video_BLF2118_7.jpg,300.00,237.71,152.45,322.98,True
video_BLF2129_3.jpg,275.00,259.89,174.63,345.16,True
video_BLF2129_7.jpg,275.00,238.10,152.83,323.37,True
video_BLF2130_3.jpg,285.00,277.35,192.09,362.62,True
video_BLF2130_7.jpg,285.00,261.16,175.90,346.43,True
video_BLF2131_3.jpg,212.00,221.36,136.09,306.62,True
video_BLF2131_7.jpg,212.00,238.98,153.71,324.24,True
video_BLF2137_3.jpg,239.00,208.15,122.88,293.41,True
video_BLF2137_7.jpg,239.00,198.46,113.19,283.73,True
video_BLF2139_3.jpg,234.00,254.71,169.44,339.97,True
video_BLF2139_7.jpg,234.00,234.07,148.80,319.34,True
video_BLF2146_3.jpg,289.00,253.40,168.13,338.67,True
video_BLF2146_7.jpg,289.00,261.52,176.25,346.78,True
video_BLF2147_3.jpg,266.00,237.39,152.13,322.66,True
video_BLF2147_7.jpg,266.00,281.16,195.90,366.43,True
video_BLF2152_3.jpg,220.00,224.62,139.36,309.89,True
video_BLF2152_7.jpg,220.00,215.65,130.38,300.91,True
video_BLF2154_3.jpg,220.00,246.98,161.72,332.25,True
video_BLF2154_7.jpg,220.00,282.82,197.56,368.09,True
video_BLF2157_3.jpg,205.00,216.81,131.55,302.08,True
video_BLF2157_7.jpg,205.00,245.24,159.97,330.51,True
video_BLF2163_3.jpg,282.00,326.87,241.61,412.14,True
video_BLF2163_7.jpg,282.00,245.50,160.23,330.77,True
video_BLF2167_3.jpg,242.00,226.41,141.15,311.68,True
video_BLF2167_7.jpg,242.00,257.81,172.54,343.07,True
video_BLF2171_3.jpg,268.00,350.17,264.91,435.44,True
video_BLF2171_7.jpg,268.00,307.85,222.58,393.12,True
video_BLF2175_3.jpg,208.00,185.22,99.95,270.49,True
video_BLF2175_7.jpg,208.00,204.85,119.58,290.11,True
video_BLF2177_3.jpg,203.00,221.25,135.98,306.52,True
video_BLF2177_7.jpg,203.00,217.62,132.36,302.89,True
video_BLF2178_3.jpg,246.00,241.36,156.09,326.62,True
video_BLF2178_7.jpg,246.00,241.90,156.64,327.17,True
video_BLF2181_3.jpg,245.00,282.57,197.31,367.84,True
video_BLF2181_7.jpg,245.00,257.74,172.47,343.00,True
video_BLF2183_3.jpg,247.00,250.81,165.55,336.08,True
video_BLF2183_7.jpg,247.00,238.80,153.53,324.06,True
video_BLF2185_3.jpg,279.00,227.98,142.71,313.24,True
video_BLF2185_7.jpg,279.00,283.96,198.70,369.23,True
video_BLF2186_3.jpg,245.00,190.46,105.20,275.73,True
video_BLF2186_7.jpg,245.00,169.83,84.56,255.09,True
video_BLF2192_3.jpg,244.00,244.55,159.29,329.82,True
video_BLF2192_7.jpg,244.00,257.13,171.87,342.40,True
video_BLF2206_3.jpg,299.00,252.77,167.51,338.04,True
video_BLF2206_7.jpg,299.00,256.91,171.64,342.17,True
video_BLF2208_3.jpg,222.00,217.08,131.81,302.34,True
video_BLF2208_7.jpg,222.00,261.42,176.15,346.68,True
video_BLF2210_3.jpg,311.00,298.00,212.73,383.26,True
video_BLF2210_7.jpg,311.00,291.04,205.77,376.30,True
video_BLF2214_3.jpg,252.00,298.90,213.63,384.17,True
video_BLF2214_7.jpg,252.00,285.35,200.08,370.62,True
video_BLF2229_3.jpg,246.00,308.65,223.39,393.92,True
video_BLF2229_7.jpg,246.00,268.85,183.58,354.11,True
video_BLF2234_3.jpg,197.00,221.35,136.09,306.62,True
video_BLF2234_7.jpg,197.00,213.83,128.56,299.10,True
video_BLF2239_3.jpg,245.00,265.57,180.31,350.84,True
video_BLF2239_7.jpg,245.00,283.34,198.07,368.60,True
video_BLF2244_3.jpg,226.00,243.82,158.55,329.08,True
video_BLF2244_7.jpg,226.00,244.07,158.80,329.33,True
video_BLF2265_3.jpg,226.00,247.63,162.37,332.90,True
video_BLF2265_7.jpg,226.00,221.65,136.38,306.91,True
video_BLF2267_3.jpg,222.00,272.36,187.09,357.62,True
video_BLF2267_7.jpg,222.00,256.13,170.86,341.40,True
video_BLF2277_3.jpg,210.00,195.97,110.71,281.24,True
video_BLF2277_7.jpg,210.00,188.80,103.54,274.07,True
video_BLF2285_3.jpg,224.00,218.67,133.41,303.94,True
video_BLF2285_7.jpg,224.00,233.13,147.86,318.40,True
video_BLF2287_3.jpg,176.00,232.40,147.14,317.67,True
video_BLF2287_7.jpg,176.00,189.48,104.21,274.74,True
video_BLF2290_3.jpg,186.00,169.64,84.38,254.91,True
video_BLF2290_7.jpg,186.00,236.38,151.11,321.64,True
video_BLF2293_3.jpg,170.00,173.35,88.09,258.62,True
video_BLF2293_7.jpg,170.00,214.83,129.57,300.10,True
video_BLF2301_3.jpg,218.00,246.32,161.05,331.58,True
video_BLF2301_7.jpg,218.00,255.77,170.50,341.03,True
video_BLF2302_3.jpg,173.00,204.11,118.85,289.38,True
video_BLF2302_7.jpg,173.00,207.64,122.37,292.90,True
video_BLF2306_3.jpg,285.00,347.21,261.94,432.47,True
video_BLF2306_7.jpg,285.00,243.81,158.55,329.08,True
video_BLF2307_3.jpg,264.00,253.27,168.01,338.54,True
video_BLF2307_7.jpg,264.00,204.24,118.97,289.50,True
video_BLF2314_3.jpg,260.00,275.29,190.02,360.55,True
video_BLF2314_7.jpg,260.00,265.36,180.10,350.63,True
video_BLF2318_3.jpg,161.00,138.93,53.67,224.20,True
video_BLF2318_7.jpg,161.00,146.27,61.00,231.53,True
video_BLF2329_3.jpg,198.00,235.94,150.67,321.20,True
