nombre_foto,peso_real_kg,peso_estimado_kg,error_absoluto_kg
BLF2020_1.jpg,226.00,248.87,22.87
BLF2020_3.jpg,226.00,271.46,45.46
BLF2163_0.jpg,282.00,284.91,2.91
BLF2163_1.jpg,282.00,300.73,18.73
BLF2163_3.jpg,282.00,338.77,56.77
BLF2333_0.jpg,207.00,281.83,74.83
BLF2333_1.jpg,207.00,219.22,12.22
BLF2333_3.jpg,207.00,232.14,25.14
BLF2329_0.jpg,198.00,222.23,24.23
BLF2329_1.jpg,198.00,252.52,54.52
BLF2329_3.jpg,198.00,219.70,21.70
BLF2152_0.jpg,220.00,262.96,42.96
BLF2152_1.jpg,220.00,259.33,39.33
BLF2152_3.jpg,220.00,245.84,25.84
BLF2293_0.jpg,170.00,237.45,67.45
BLF2293_1.jpg,170.00,199.12,29.12
BLF2293_3.jpg,170.00,233.21,63.21
BLF2082_0.jpg,272.00,305.58,33.58
BLF2082_1.jpg,272.00,258.94,13.06
BLF2082_3.jpg,272.00,282.40,10.40
BLF2573_0.jpg,250.00,207.43,42.57
BLF2573_1.jpg,250.00,304.95,54.95
BLF2573_3.jpg,250.00,224.23,25.77
lateral_33.png,450.00,355.81,94.19
BLF2129_0.jpg,275.00,222.58,52.42
BLF2129_1.jpg,275.00,247.14,27.86
BLF2129_3.jpg,275.00,301.20,26.20
BLF2525_0.jpg,297.00,340.05,43.05
BLF2525_1.jpg,297.00,246.49,50.51
BLF2525_3.jpg,297.00,304.41,7.41
BLF2588_0.jpg,233.00,318.98,85.98
BLF2588_1.jpg,233.00,255.39,22.39
BLF2588_3.jpg,233.00,234.59,1.59
BLF2527_0.jpg,546.00,357.67,188.33
BLF2527_1.jpg,546.00,417.82,128.18
BLF2527_3.jpg,546.00,445.43,100.57
BLF2285_0.jpg,224.00,251.22,27.22
BLF2285_1.jpg,224.00,232.02,8.02
BLF2285_3.jpg,224.00,261.39,37.39
BLF2624_0.jpg,208.00,279.53,71.53
BLF2624_1.jpg,208.00,219.73,11.73
BLF2624_3.jpg,208.00,284.06,76.06
BLF2662_0.jpg,238.00,258.50,20.50
BLF2662_1.jpg,238.00,245.39,7.39
BLF2662_3.jpg,238.00,224.96,13.04
BLF2265_0.jpg,226.00,242.50,16.50
BLF2265_1.jpg,226.00,233.11,7.11
BLF2265_3.jpg,226.00,260.26,34.26
BLF2287_0.jpg,176.00,191.18,15.18
BLF2287_1.jpg,176.00,216.70,40.70
BLF2287_3.jpg,176.00,215.16,39.16
BLF2306_0.jpg,285.00,348.66,63.66
BLF2306_1.jpg,285.00,245.44,39.56
BLF2306_3.jpg,285.00,327.47,42.47
BLF2502_0.jpg,816.00,608.70,207.30
BLF2502_1.jpg,816.00,302.37,513.63
BLF2502_3.jpg,816.00,439.49,376.51
BLF2171_0.jpg,268.00,242.81,25.19
BLF2171_1.jpg,268.00,248.12,19.88
BLF2171_3.jpg,268.00,279.14,11.14
BLF2307_0.jpg,264.00,274.81,10.81
BLF2307_1.jpg,264.00,288.58,24.58
BLF2307_3.jpg,264.00,255.51,8.49
lateral_22.png,440.00,389.23,50.77
BLF2612_0.jpg,203.00,219.01,16.01
BLF2612_1.jpg,203.00,223.28,20.28
BLF2612_3.jpg,203.00,211.45,8.45
BLF2154_0.jpg,220.00,243.50,23.50
BLF2154_1.jpg,220.00,239.87,19.87
BLF2154_3.jpg,220.00,263.78,43.78
BLF2178_0.jpg,246.00,285.47,39.47
BLF2178_1.jpg,246.00,270.82,24.82
BLF2178_3.jpg,246.00,246.19,0.19
BLF2301_0.jpg,218.00,241.42,23.42
BLF2301_1.jpg,218.00,243.43,25.43
BLF2301_3.jpg,218.00,265.48,47.48
BLF2565_0.jpg,234.00,247.99,13.99
BLF2565_1.jpg,234.00,285.99,51.99
BLF2565_3.jpg,234.00,238.81,4.81
BLF2117_0.jpg,236.00,204.80,31.20
BLF2117_1.jpg,236.00,229.03,6.97
BLF2117_3.jpg,236.00,234.95,1.05
BLF2137_0.jpg,239.00,239.27,0.27
BLF2137_1.jpg,239.00,252.38,13.38
BLF2137_3.jpg,239.00,244.97,5.97
BLF2596_0.jpg,203.00,218.30,15.30
BLF2596_1.jpg,203.00,219.63,16.63
BLF2596_3.jpg,203.00,212.25,9.25
BLF2011_0.jpg,245.00,247.97,2.97
BLF2011_1.jpg,245.00,255.25,10.25
BLF2011_3.jpg,245.00,249.53,4.53
BLF2517_0.jpg,247.00,282.79,35.79
BLF2517_1.jpg,247.00,287.73,40.73
BLF2517_3.jpg,247.00,272.47,25.47
BLF2234_0.jpg,197.00,212.31,15.31
BLF2234_1.jpg,197.00,277.39,80.39
BLF2234_3.jpg,197.00,209.88,12.88
BLF2105_0.jpg,259.00,306.04,47.04
BLF2105_1.jpg,259.00,234.72,24.28
BLF2105_3.jpg,259.00,223.59,35.41
BLF2146_0.jpg,289.00,353.59,64.59
BLF2146_1.jpg,289.00,276.27,12.73
BLF2146_3.jpg,289.00,286.16,2.84
BLF2538_0.jpg,477.00,612.09,135.09
BLF2538_1.jpg,477.00,416.22,60.78
BLF2538_3.jpg,477.00,559.77,82.77
BLF2185_0.jpg,279.00,356.72,77.72
BLF2185_1.jpg,279.00,333.98,54.98
BLF2185_3.jpg,279.00,339.09,60.09
BLF2572_0.jpg,254.00,296.16,42.16
BLF2572_1.jpg,254.00,267.45,13.45
BLF2572_3.jpg,254.00,242.04,11.96
BLF2244_0.jpg,226.00,269.14,43.14
BLF2244_1.jpg,226.00,271.43,45.43
BLF2244_3.jpg,226.00,251.61,25.61
BLF2014_0.jpg,185.00,231.23,46.23
BLF2014_1.jpg,185.00,188.18,3.18
BLF2014_3.jpg,185.00,252.29,67.29
BLF2590_0.jpg,270.00,222.91,47.09
BLF2590_1.jpg,270.00,258.44,11.56
BLF2590_3.jpg,270.00,280.48,10.48
lateral_27.png,450.00,375.41,74.59
BLF2646_0.jpg,230.00,240.78,10.78
BLF2646_1.jpg,230.00,250.16,20.16
BLF2646_3.jpg,230.00,261.08,31.08
lateral_24.png,445.00,437.98,7.02
BLF2637_0.jpg,274.00,237.25,36.75
BLF2637_1.jpg,274.00,277.79,3.79
BLF2637_3.jpg,274.00,252.31,21.69
lateral_30.png,608.00,397.12,210.88
BLF2651_0.jpg,192.00,224.36,32.36
BLF2651_1.jpg,192.00,216.84,24.84
BLF2651_3.jpg,192.00,210.69,18.69
BLF2065_0.jpg,216.00,237.68,21.68
BLF2065_1.jpg,216.00,262.66,46.66
BLF2065_3.jpg,216.00,233.55,17.55
BLF2177_0.jpg,203.00,194.68,8.32
BLF2177_1.jpg,203.00,222.32,19.32
BLF2177_3.jpg,203.00,222.16,19.16
BLF2147_0.jpg,266.00,314.29,48.29
BLF2147_1.jpg,266.00,222.99,43.01
BLF2147_3.jpg,266.00,237.21,28.79
BLF2616_0.jpg,246.00,239.87,6.13
BLF2616_1.jpg,246.00,258.00,12.00
BLF2616_3.jpg,246.00,238.09,7.91
BLF2629_0.jpg,294.00,352.36,58.36
BLF2629_1.jpg,294.00,300.70,6.70
BLF2629_3.jpg,294.00,314.08,20.08
BLF2610_0.jpg,302.00,313.26,11.26
BLF2610_1.jpg,302.00,343.75,41.75
BLF2610_3.jpg,302.00,348.36,46.36
BLF2656_0.jpg,209.00,217.94,8.94
BLF2656_1.jpg,209.00,191.74,17.26
BLF2656_3.jpg,209.00,225.67,16.67
BLF2546_0.jpg,419.00,352.11,66.89
BLF2546_1.jpg,419.00,381.38,37.62
BLF2546_3.jpg,419.00,329.06,89.94
BLF2568_0.jpg,187.00,221.13,34.13
BLF2568_1.jpg,187.00,186.43,0.57
BLF2568_3.jpg,187.00,202.19,15.19
BLF2106_0.jpg,277.00,278.58,1.58
BLF2106_1.jpg,277.00,245.78,31.22
BLF2106_3.jpg,277.00,274.31,2.69
BLF2214_0.jpg,252.00,248.90,3.10
BLF2214_1.jpg,252.00,281.57,29.57
BLF2214_3.jpg,252.00,260.08,8.08
BLF2623_0.jpg,316.00,271.98,44.02
BLF2623_1.jpg,316.00,314.19,1.81
BLF2623_3.jpg,316.00,367.67,51.67
BLF2597_0.jpg,263.00,363.62,100.62
BLF2597_1.jpg,263.00,233.62,29.38
BLF2597_3.jpg,263.00,308.32,45.32
BLF2208_0.jpg,222.00,243.68,21.68
BLF2208_1.jpg,222.00,245.77,23.77
BLF2208_3.jpg,222.00,276.56,54.56
BLF2631_0.jpg,231.00,248.09,17.09
BLF2631_1.jpg,231.00,285.97,54.97
BLF2631_3.jpg,231.00,279.02,48.02
BLF2206_0.jpg,299.00,320.02,21.02
BLF2206_1.jpg,299.00,312.51,13.51
BLF2206_3.jpg,299.00,361.45,62.45
BLF2183_0.jpg,247.00,243.49,3.51
BLF2183_1.jpg,247.00,262.10,15.10
BLF2183_3.jpg,247.00,285.21,38.21
BLF2003_0.jpg,212.00,239.82,27.82
BLF2003_1.jpg,212.00,226.61,14.61
BLF2003_3.jpg,212.00,274.95,62.95
BLF2099_0.jpg,295.00,305.27,10.27
BLF2099_1.jpg,295.00,271.87,23.13
BLF2099_3.jpg,295.00,285.70,9.30
BLF2073_0.jpg,300.00,426.65,126.65
BLF2073_1.jpg,300.00,350.12,50.12
BLF2073_3.jpg,300.00,394.06,94.06
BLF2021_0.jpg,211.00,242.46,31.46
BLF2021_1.jpg,211.00,226.51,15.51
BLF2021_3.jpg,211.00,269.68,58.68
BLF2175_0.jpg,208.00,182.89,25.11
BLF2175_1.jpg,208.00,212.19,4.19
BLF2175_3.jpg,208.00,228.63,20.63
BLF2013_0.jpg,255.00,241.60,13.40
BLF2013_1.jpg,255.00,237.13,17.87
BLF2013_3.jpg,255.00,280.84,25.84
BLF2118_0.jpg,300.00,269.91,30.09
BLF2118_1.jpg,300.00,273.03,26.97
BLF2118_3.jpg,300.00,322.68,22.68
BLF2532_0.jpg,365.00,422.70,57.70
BLF2532_1.jpg,365.00,359.18,5.82
BLF2532_3.jpg,365.00,376.75,11.75
BLF2210_0.jpg,311.00,295.98,15.02
BLF2210_1.jpg,311.00,309.83,1.17
BLF2210_3.jpg,311.00,270.55,40.45
BLF2085_0.jpg,195.00,259.48,64.48
BLF2085_1.jpg,195.00,227.26,32.26
BLF2085_3.jpg,195.00,212.40,17.40
BLF2115_0.jpg,280.00,320.44,40.44
BLF2115_1.jpg,280.00,252.86,27.14
BLF2115_3.jpg,280.00,283.31,3.31
BLF2557_0.jpg,195.00,203.92,8.92
BLF2557_1.jpg,195.00,306.32,111.32
BLF2557_3.jpg,195.00,205.41,10.41
BLF2582_0.jpg,222.00,251.85,29.85
BLF2582_1.jpg,222.00,245.93,23.93
BLF2582_3.jpg,222.00,260.86,38.86
BLF2267_0.jpg,222.00,230.35,8.35
BLF2267_1.jpg,222.00,260.43,38.43
BLF2267_3.jpg,222.00,254.99,32.99
lateral_9.png,400.00,409.01,9.01
BLF2318_0.jpg,161.00,207.48,46.48
BLF2318_1.jpg,161.00,234.87,73.87
BLF2318_3.jpg,161.00,205.44,44.44
BLF2007_0.jpg,240.00,229.44,10.56
BLF2007_1.jpg,240.00,235.22,4.78
BLF2007_3.jpg,240.00,270.52,30.52
BLF2157_0.jpg,205.00,246.48,41.48
BLF2157_1.jpg,205.00,244.61,39.61
BLF2157_3.jpg,205.00,264.15,59.15
video_BLF2003_3.jpg,212.00,243.14,31.14
video_BLF2003_7.jpg,212.00,237.38,25.38
video_BLF2007_3.jpg,240.00,258.09,18.09
video_BLF2007_7.jpg,240.00,266.53,26.53
video_BLF2011_3.jpg,245.00,238.79,6.21
video_BLF2011_7.jpg,245.00,257.96,12.96
video_BLF2013_3.jpg,255.00,245.82,9.18
video_BLF2013_7.jpg,255.00,213.15,41.85
video_BLF2014_3.jpg,185.00,299.89,114.89
video_BLF2014_7.jpg,185.00,261.71,76.71
video_BLF2020_3.jpg,226.00,208.87,17.13
video_BLF2020_7.jpg,226.00,249.90,23.90
video_BLF2021_3.jpg,211.00,230.25,19.25
video_BLF2021_7.jpg,211.00,242.03,31.03
video_BLF2058_3.jpg,220.00,245.74,25.74
video_BLF2058_7.jpg,220.00,224.18,4.18
video_BLF2065_3.jpg,216.00,229.04,13.04
video_BLF2065_7.jpg,216.00,244.80,28.80
video_BLF2073_3.jpg,300.00,272.18,27.82
video_BLF2073_7.jpg,300.00,234.05,65.95
video_BLF2074_3.jpg,210.00,185.95,24.05
video_BLF2074_7.jpg,210.00,212.81,2.81
video_BLF2082_3.jpg,272.00,278.88,6.88
video_BLF2082_7.jpg,272.00,201.31,70.69
video_BLF2085_3.jpg,195.00,240.66,45.66
video_BLF2085_7.jpg,195.00,210.42,15.42
video_BLF2087_3.jpg,287.00,298.30,11.30
video_BLF2087_7.jpg,287.00,267.11,19.89
video_BLF2091_3.jpg,273.00,290.87,17.87
video_BLF2091_7.jpg,273.00,230.08,42.92
video_BLF2095_3.jpg,252.00,247.00,5.00
video_BLF2095_7.jpg,252.00,287.17,35.17
video_BLF2099_3.jpg,295.00,344.28,49.28
video_BLF2099_7.jpg,295.00,294.90,0.10
video_BLF2105_3.jpg,259.00,191.01,67.99
video_BLF2105_7.jpg,259.00,228.35,30.65
video_BLF2106_3.jpg,277.00,288.83,11.83
video_BLF2106_7.jpg,277.00,261.14,15.86
video_BLF2115_3.jpg,280.00,297.45,17.45
video_BLF2115_7.jpg,280.00,315.66,35.66
video_BLF2117_3.jpg,236.00,237.93,1.93
video_BLF2117_7.jpg,236.00,209.09,26.91
video_BLF2118_3.jpg,300.00,273.94,26.06
video_BLF2118_7.jpg,300.00,243.73,56.27
video_BLF2129_3.jpg,275.00,289.56,14.56
video_BLF2129_7.jpg,275.00,233.52,41.48
video_BLF2130_3.jpg,285.00,283.62,1.38
video_BLF2130_7.jpg,285.00,280.32,4.68
video_BLF2131_3.jpg,212.00,223.82,11.82
video_BLF2131_7.jpg,212.00,240.90,28.90
video_BLF2137_3.jpg,239.00,217.40,21.60
video_BLF2137_7.jpg,239.00,233.55,5.45
video_BLF2139_3.jpg,234.00,253.49,19.49
video_BLF2139_7.jpg,234.00,256.60,22.60
video_BLF2146_3.jpg,289.00,281.70,7.30
video_BLF2146_7.jpg,289.00,275.27,13.73
video_BLF2147_3.jpg,266.00,199.18,66.82
video_BLF2147_7.jpg,266.00,251.31,14.69
video_BLF2152_3.jpg,220.00,240.77,20.77
video_BLF2152_7.jpg,220.00,238.38,18.38
video_BLF2154_3.jpg,220.00,231.83,11.83
video_BLF2154_7.jpg,220.00,256.17,36.17
video_BLF2157_3.jpg,205.00,218.49,13.49
video_BLF2157_7.jpg,205.00,238.11,33.11
video_BLF2163_3.jpg,282.00,346.99,64.99
video_BLF2163_7.jpg,282.00,262.03,19.97
video_BLF2167_3.jpg,242.00,262.34,20.34
video_BLF2167_7.jpg,242.00,280.81,38.81
video_BLF2171_3.jpg,268.00,308.42,40.42
video_BLF2171_7.jpg,268.00,259.19,8.81
video_BLF2175_3.jpg,208.00,197.33,10.67
video_BLF2175_7.jpg,208.00,214.00,6.00
video_BLF2177_3.jpg,203.00,250.28,47.28
video_BLF2177_7.jpg,203.00,239.94,36.94
video_BLF2178_3.jpg,246.00,295.60,49.60
video_BLF2178_7.jpg,246.00,282.53,36.53
video_BLF2181_3.jpg,245.00,320.60,75.60
video_BLF2181_7.jpg,245.00,293.44,48.44
video_BLF2183_3.jpg,247.00,287.19,40.19
video_BLF2183_7.jpg,247.00,245.90,1.10
video_BLF2185_3.jpg,279.00,243.67,35.33
video_BLF2185_7.jpg,279.00,310.54,31.54
video_BLF2186_3.jpg,245.00,211.59,33.41
video_BLF2186_7.jpg,245.00,194.31,50.69
video_BLF2192_3.jpg,244.00,274.43,30.43
video_BLF2192_7.jpg,244.00,289.92,45.92
video_BLF2206_3.jpg,299.00,270.42,28.58
video_BLF2206_7.jpg,299.00,240.25,58.75
video_BLF2208_3.jpg,222.00,217.92,4.08
video_BLF2208_7.jpg,222.00,259.31,37.31
video_BLF2210_3.jpg,311.00,304.93,6.07
video_BLF2210_7.jpg,311.00,282.65,28.35
video_BLF2214_3.jpg,252.00,289.93,37.93
video_BLF2214_7.jpg,252.00,279.73,27.73
video_BLF2229_3.jpg,246.00,284.43,38.43
video_BLF2229_7.jpg,246.00,252.67,6.67
video_BLF2234_3.jpg,197.00,234.60,37.60
video_BLF2234_7.jpg,197.00,238.30,41.30
video_BLF2239_3.jpg,245.00,268.41,23.41
video_BLF2239_7.jpg,245.00,272.22,27.22
video_BLF2244_3.jpg,226.00,268.89,42.89
video_BLF2244_7.jpg,226.00,239.53,13.53
video_BLF2265_3.jpg,226.00,259.97,33.97
video_BLF2265_7.jpg,226.00,241.49,15.49
video_BLF2267_3.jpg,222.00,288.86,66.86
video_BLF2267_7.jpg,222.00,260.02,38.02
video_BLF2277_3.jpg,210.00,252.27,42.27
video_BLF2277_7.jpg,210.00,216.27,6.27
video_BLF2285_3.jpg,224.00,210.56,13.44
video_BLF2285_7.jpg,224.00,243.43,19.43
video_BLF2287_3.jpg,176.00,257.46,81.46
video_BLF2287_7.jpg,176.00,220.30,44.30
video_BLF2290_3.jpg,186.00,177.05,8.95
video_BLF2290_7.jpg,186.00,240.81,54.81
video_BLF2293_3.jpg,170.00,192.29,22.29
video_BLF2293_7.jpg,170.00,238.51,68.51
video_BLF2301_3.jpg,218.00,258.48,40.48
video_BLF2301_7.jpg,218.00,258.87,40.87
video_BLF2302_3.jpg,173.00,219.81,46.81
video_BLF2302_7.jpg,173.00,214.99,41.99
video_BLF2306_3.jpg,285.00,316.22,31.22
video_BLF2306_7.jpg,285.00,249.84,35.16
video_BLF2307_3.jpg,264.00,263.77,0.23
video_BLF2307_7.jpg,264.00,222.20,41.80
video_BLF2314_3.jpg,260.00,249.95,10.05
video_BLF2314_7.jpg,260.00,240.91,19.09
video_BLF2318_3.jpg,161.00,183.86,22.86
video_BLF2318_7.jpg,161.00,184.81,23.81
video_BLF2329_3.jpg,198.00,251.40,53.40
video_BLF2329_7.jpg,198.00,239.23,41.23
video_BLF2333_3.jpg,207.00,259.86,52.86
video_BLF2333_7.jpg,207.00,209.39,2.39
video_BLF2502_3.jpg,816.00,509.79,306.21
video_BLF2502_7.jpg,816.00,410.88,405.12
video_BLF2517_3.jpg,247.00,299.70,52.70
video_BLF2517_7.jpg,247.00,260.82,13.82
video_BLF2525_3.jpg,297.00,283.75,13.25
video_BLF2525_7.jpg,297.00,291.84,5.16
video_BLF2527_3.jpg,546.00,385.10,160.90
video_BLF2527_7.jpg,546.00,463.49,82.51
video_BLF2532_3.jpg,365.00,411.52,46.52
video_BLF2532_7.jpg,365.00,269.86,95.14
video_BLF2537_3.jpg,420.00,380.83,39.17
video_BLF2537_7.jpg,420.00,353.97,66.03
video_BLF2538_3.jpg,477.00,385.23,91.77
video_BLF2538_7.jpg,477.00,415.14,61.86
video_BLF2541_3.jpg,466.00,358.07,107.93
video_BLF2541_7.jpg,466.00,436.23,29.77
video_BLF2544_3.jpg,378.00,297.48,80.52
video_BLF2544_7.jpg,378.00,299.28,78.72
video_BLF2546_3.jpg,419.00,322.41,96.59
video_BLF2546_7.jpg,419.00,306.43,112.57
video_BLF2557_3.jpg,195.00,226.55,31.55
video_BLF2557_7.jpg,195.00,231.63,36.63
video_BLF2565_3.jpg,234.00,298.25,64.25
video_BLF2565_7.jpg,234.00,253.68,19.68
video_BLF2568_3.jpg,187.00,208.66,21.66
video_BLF2568_7.jpg,187.00,207.86,20.86
video_BLF2570_3.jpg,258.00,273.52,15.52
video_BLF2570_7.jpg,258.00,305.93,47.93
video_BLF2572_3.jpg,254.00,263.19,9.19
video_BLF2572_7.jpg,254.00,240.15,13.85
video_BLF2573_3.jpg,250.00,256.06,6.06
video_BLF2573_7.jpg,250.00,223.50,26.50
video_BLF2575_3.jpg,211.00,251.37,40.37
video_BLF2575_7.jpg,211.00,253.14,42.14
video_BLF2577_3.jpg,283.00,282.04,0.96
video_BLF2577_7.jpg,283.00,249.57,33.43
video_BLF2582_3.jpg,222.00,222.66,0.66
video_BLF2582_7.jpg,222.00,221.90,0.10
video_BLF2583_3.jpg,219.00,271.09,52.09
video_BLF2583_7.jpg,219.00,236.55,17.55
video_BLF2588_3.jpg,233.00,239.28,6.28
video_BLF2588_7.jpg,233.00,218.27,14.73
video_BLF2590_3.jpg,270.00,243.04,26.96
video_BLF2590_7.jpg,270.00,250.27,19.73
video_BLF2596_3.jpg,203.00,207.82,4.82
video_BLF2596_7.jpg,203.00,225.00,22.00
video_BLF2597_3.jpg,263.00,305.30,42.30
video_BLF2597_7.jpg,263.00,265.56,2.56
video_BLF2609_3.jpg,286.00,261.72,24.28
video_BLF2609_7.jpg,286.00,240.93,45.07
video_BLF2610_3.jpg,302.00,293.65,8.35
video_BLF2610_7.jpg,302.00,315.23,13.23
video_BLF2612_3.jpg,203.00,213.60,10.60
video_BLF2612_7.jpg,203.00,219.83,16.83
video_BLF2613_3.jpg,280.00,266.71,13.29
video_BLF2613_7.jpg,280.00,233.46,46.54
video_BLF2616_3.jpg,246.00,322.84,76.84
video_BLF2616_7.jpg,246.00,274.29,28.29
video_BLF2617_3.jpg,300.00,291.30,8.70
video_BLF2617_7.jpg,300.00,324.48,24.48
video_BLF2623_3.jpg,316.00,346.38,30.38
video_BLF2623_7.jpg,316.00,355.01,39.01
video_BLF2624_3.jpg,208.00,196.55,11.45
video_BLF2624_7.jpg,208.00,208.57,0.57
video_BLF2629_3.jpg,294.00,247.89,46.11
video_BLF2629_7.jpg,294.00,276.35,17.65
video_BLF2631_3.jpg,231.00,255.59,24.59
video_BLF2631_7.jpg,231.00,262.98,31.98
video_BLF2637_3.jpg,274.00,225.18,48.82
video_BLF2637_7.jpg,274.00,227.00,47.00
video_BLF2646_3.jpg,230.00,249.80,19.80
video_BLF2646_7.jpg,230.00,238.72,8.72
video_BLF2651_3.jpg,192.00,276.87,84.87
video_BLF2651_7.jpg,192.00,288.53,96.53
video_BLF2656_3.jpg,209.00,248.11,39.11
video_BLF2656_7.jpg,209.00,229.53,20.53
video_BLF2657_3.jpg,152.00,179.65,27.65
video_BLF2657_7.jpg,152.00,234.27,82.27
video_BLF2662_3.jpg,238.00,252.62,14.62
video_BLF2662_7.jpg,238.00,230.39,7.61
