nombre_foto,peso_real_kg,peso_estimado_kg,limite_inferior_kg,limite_superior_kg,dentro_intervalo
BLF2167_0.jpg,242.00,255.64,144.59,366.69,True
BLF2167_1.jpg,242.00,226.24,115.19,337.29,True
BLF2167_3.jpg,242.00,257.48,146.43,368.53,True
BLF2020_0.jpg,226.00,272.81,161.76,383.85,True
BLF2020_1.jpg,226.00,249.64,138.59,360.69,True
BLF2020_3.jpg,226.00,268.90,157.85,379.95,True
BLF2163_0.jpg,282.00,295.05,184.00,406.10,True
BLF2163_1.jpg,282.00,294.77,183.72,405.82,True
BLF2163_3.jpg,282.00,342.54,231.49,453.58,True
BLF2333_0.jpg,207.00,236.47,125.42,347.52,True
BLF2333_1.jpg,207.00,211.42,100.38,322.47,True
BLF2333_3.jpg,207.00,226.05,115.00,337.10,True
BLF2329_0.jpg,198.00,211.61,100.56,322.66,True
BLF2329_1.jpg,198.00,236.41,125.36,347.45,True
BLF2329_3.jpg,198.00,209.53,98.48,320.58,True
BLF2152_0.jpg,220.00,234.34,123.29,345.38,True
BLF2152_1.jpg,220.00,238.12,127.07,349.17,True
BLF2152_3.jpg,220.00,227.81,116.76,338.86,True
BLF2293_0.jpg,170.00,259.25,148.20,370.30,True
BLF2293_1.jpg,170.00,216.85,105.80,327.90,True
BLF2293_3.jpg,170.00,232.91,121.86,343.96,True
BLF2082_0.jpg,272.00,299.61,188.56,410.66,True
BLF2082_1.jpg,272.00,281.22,170.17,392.27,True
BLF2082_3.jpg,272.00,266.49,155.44,377.54,True
BLF2573_0.jpg,250.00,224.67,113.62,335.72,True
BLF2573_1.jpg,250.00,278.12,167.07,389.17,True
BLF2573_3.jpg,250.00,231.63,120.58,342.68,True
lateral_33.png,450.00,428.74,317.69,539.79,True
BLF2129_0.jpg,275.00,210.68,99.63,321.73,True
BLF2129_1.jpg,275.00,223.95,112.90,334.99,True
BLF2129_3.jpg,275.00,313.32,202.28,424.37,True
BLF2525_0.jpg,297.00,299.70,188.65,410.75,True
BLF2525_1.jpg,297.00,257.74,146.70,368.79,True
BLF2525_3.jpg,297.00,276.59,165.54,387.64,True
BLF2588_0.jpg,233.00,325.46,214.41,436.51,True
BLF2588_1.jpg,233.00,256.43,145.38,367.48,True
BLF2588_3.jpg,233.00,220.68,109.63,331.73,True
BLF2527_0.jpg,546.00,323.78,212.73,434.83,False
BLF2527_1.jpg,546.00,398.82,287.77,509.87,False
BLF2527_3.jpg,546.00,382.59,271.54,493.64,False
BLF2285_0.jpg,224.00,260.71,149.66,371.75,True
BLF2285_1.jpg,224.00,259.40,148.35,370.45,True
BLF2285_3.jpg,224.00,273.52,162.47,384.57,True
BLF2624_0.jpg,208.00,282.72,171.67,393.77,True
BLF2624_1.jpg,208.00,225.30,114.25,336.35,True
BLF2624_3.jpg,208.00,262.16,151.11,373.21,True
BLF2662_0.jpg,238.00,258.66,147.61,369.71,True
BLF2662_1.jpg,238.00,238.40,127.35,349.45,True
BLF2662_3.jpg,238.00,210.83,99.78,321.87,True
BLF2265_0.jpg,226.00,250.74,139.69,361.79,True
BLF2265_1.jpg,226.00,246.73,135.68,357.78,True
BLF2265_3.jpg,226.00,261.84,150.79,372.89,True
BLF2287_0.jpg,176.00,187.18,76.13,298.23,True
BLF2287_1.jpg,176.00,217.21,106.16,328.25,True
BLF2287_3.jpg,176.00,195.42,84.37,306.46,True
BLF2306_0.jpg,285.00,309.84,198.79,420.89,True
BLF2306_1.jpg,285.00,242.35,131.30,353.39,True
BLF2306_3.jpg,285.00,325.29,214.24,436.34,True
BLF2502_0.jpg,816.00,432.85,321.80,543.90,False
BLF2502_1.jpg,816.00,326.44,215.39,437.49,False
BLF2502_3.jpg,816.00,378.03,266.98,489.08,False
BLF2171_0.jpg,268.00,260.36,149.32,371.41,True
BLF2171_1.jpg,268.00,270.15,159.10,381.20,True
BLF2171_3.jpg,268.00,315.47,204.42,426.52,True
BLF2307_0.jpg,264.00,253.69,142.64,364.74,True
BLF2307_1.jpg,264.00,275.01,163.96,386.06,True
BLF2307_3.jpg,264.00,245.48,134.43,356.53,True
lateral_22.png,440.00,472.87,361.82,583.92,True
BLF2612_0.jpg,203.00,202.74,91.69,313.79,True
BLF2612_1.jpg,203.00,232.68,121.63,343.73,True
BLF2612_3.jpg,203.00,214.68,103.63,325.73,True
BLF2154_0.jpg,220.00,232.82,121.77,343.87,True
BLF2154_1.jpg,220.00,240.00,128.95,351.05,True
BLF2154_3.jpg,220.00,249.44,138.39,360.49,True
BLF2178_0.jpg,246.00,273.14,162.09,384.19,True
BLF2178_1.jpg,246.00,265.38,154.33,376.43,True
BLF2178_3.jpg,246.00,250.54,139.49,361.59,True
BLF2301_0.jpg,218.00,245.42,134.37,356.47,True
BLF2301_1.jpg,218.00,239.16,128.11,350.21,True
BLF2301_3.jpg,218.00,253.30,142.26,364.35,True
BLF2565_0.jpg,234.00,252.52,141.47,363.57,True
BLF2565_1.jpg,234.00,268.77,157.72,379.82,True
BLF2565_3.jpg,234.00,238.09,127.04,349.14,True
BLF2117_0.jpg,236.00,222.31,111.26,333.36,True
BLF2117_1.jpg,236.00,236.35,125.30,347.40,True
BLF2117_3.jpg,236.00,245.22,134.17,356.27,True
BLF2137_0.jpg,239.00,234.99,123.94,346.04,True
BLF2137_1.jpg,239.00,241.73,130.68,352.78,True
BLF2137_3.jpg,239.00,229.81,118.76,340.86,True
BLF2596_0.jpg,203.00,224.80,113.75,335.85,True
BLF2596_1.jpg,203.00,224.68,113.64,335.73,True
BLF2596_3.jpg,203.00,228.13,117.08,339.18,True
BLF2011_0.jpg,245.00,218.73,107.68,329.78,True
BLF2011_1.jpg,245.00,285.63,174.58,396.68,True
BLF2011_3.jpg,245.00,233.55,122.50,344.60,True
BLF2517_0.jpg,247.00,277.70,166.65,388.75,True
BLF2517_1.jpg,247.00,320.46,209.41,431.51,True
BLF2517_3.jpg,247.00,299.98,188.94,411.03,True
BLF2234_0.jpg,197.00,213.30,102.25,324.35,True
BLF2234_1.jpg,197.00,297.37,186.32,408.42,True
BLF2234_3.jpg,197.00,232.37,121.32,343.42,True
BLF2105_0.jpg,259.00,370.90,259.85,481.94,False
BLF2105_1.jpg,259.00,290.52,179.47,401.57,True
BLF2105_3.jpg,259.00,251.18,140.13,362.23,True
BLF2146_0.jpg,289.00,332.82,221.77,443.87,True
BLF2146_1.jpg,289.00,264.03,152.98,375.08,True
BLF2146_3.jpg,289.00,258.42,147.38,369.47,True
BLF2538_0.jpg,477.00,514.52,403.47,625.57,True
BLF2538_1.jpg,477.00,482.88,371.83,593.93,True
BLF2538_3.jpg,477.00,567.52,456.48,678.57,True
BLF2185_0.jpg,279.00,309.09,198.04,420.14,True
BLF2185_1.jpg,279.00,336.84,225.79,447.89,True
BLF2185_3.jpg,279.00,297.66,186.61,408.71,True
BLF2572_0.jpg,254.00,310.65,199.60,421.70,True
BLF2572_1.jpg,254.00,294.74,183.69,405.79,True
BLF2572_3.jpg,254.00,241.91,130.86,352.96,True
BLF2244_0.jpg,226.00,237.08,126.03,348.13,True
BLF2244_1.jpg,226.00,281.04,169.99,392.09,True
BLF2244_3.jpg,226.00,228.61,117.56,339.66,True
BLF2014_0.jpg,185.00,225.77,114.72,336.82,True
BLF2014_1.jpg,185.00,197.93,86.88,308.98,True
BLF2014_3.jpg,185.00,280.35,169.30,391.40,True
BLF2590_0.jpg,270.00,213.60,102.55,324.65,True
BLF2590_1.jpg,270.00,259.19,148.14,370.24,True
BLF2590_3.jpg,270.00,262.69,151.64,373.74,True
lateral_27.png,450.00,474.35,363.30,585.40,True
BLF2646_0.jpg,230.00,228.15,117.10,339.20,True
BLF2646_1.jpg,230.00,257.11,146.06,368.16,True
BLF2646_3.jpg,230.00,237.26,126.21,348.31,True
lateral_24.png,445.00,493.81,382.76,604.86,True
BLF2637_0.jpg,274.00,251.54,140.49,362.59,True
BLF2637_1.jpg,274.00,286.07,175.02,397.12,True
BLF2637_3.jpg,274.00,263.96,152.92,375.01,True
lateral_30.png,608.00,414.79,303.74,525.84,False
BLF2651_0.jpg,192.00,207.80,96.75,318.85,True
BLF2651_1.jpg,192.00,209.11,98.06,320.16,True
BLF2651_3.jpg,192.00,199.14,88.09,310.19,True
BLF2065_0.jpg,216.00,230.75,119.71,341.80,True
BLF2065_1.jpg,216.00,260.66,149.61,371.71,True
BLF2065_3.jpg,216.00,237.20,126.15,348.25,True
BLF2177_0.jpg,203.00,213.56,102.51,324.61,True
BLF2177_1.jpg,203.00,216.33,105.28,327.38,True
BLF2177_3.jpg,203.00,249.67,138.62,360.72,True
BLF2147_0.jpg,266.00,340.76,229.71,451.81,True
BLF2147_1.jpg,266.00,273.14,162.09,384.19,True
BLF2147_3.jpg,266.00,261.62,150.57,372.67,True
BLF2616_0.jpg,246.00,244.33,133.28,355.38,True
BLF2616_1.jpg,246.00,288.80,177.75,399.85,True
BLF2616_3.jpg,246.00,245.77,134.72,356.81,True
BLF2629_0.jpg,294.00,317.27,206.22,428.32,True
BLF2629_1.jpg,294.00,321.31,210.26,432.36,True
BLF2629_3.jpg,294.00,298.78,187.74,409.83,True
BLF2610_0.jpg,302.00,317.00,205.95,428.05,True
BLF2610_1.jpg,302.00,344.02,232.97,455.07,True
BLF2610_3.jpg,302.00,351.43,240.38,462.48,True
BLF2656_0.jpg,209.00,232.48,121.43,343.53,True
BLF2656_1.jpg,209.00,196.52,85.48,307.57,True
BLF2656_3.jpg,209.00,229.87,118.83,340.92,True
BLF2546_0.jpg,419.00,361.67,250.62,472.71,True
BLF2546_1.jpg,419.00,467.61,356.56,578.66,True
BLF2546_3.jpg,419.00,365.21,254.16,476.26,True
BLF2568_0.jpg,187.00,271.63,160.58,382.68,True
BLF2568_1.jpg,187.00,207.94,96.89,318.99,True
BLF2568_3.jpg,187.00,214.87,103.82,325.91,True
BLF2106_0.jpg,277.00,266.54,155.49,377.59,True
BLF2106_1.jpg,277.00,265.17,154.12,376.22,True
BLF2106_3.jpg,277.00,252.03,140.98,363.08,True
BLF2214_0.jpg,252.00,263.54,152.49,374.58,True
BLF2214_1.jpg,252.00,300.58,189.53,411.63,True
BLF2214_3.jpg,252.00,256.80,145.75,367.85,True
BLF2623_0.jpg,316.00,275.57,164.52,386.62,True
BLF2623_1.jpg,316.00,337.61,226.56,448.66,True
BLF2623_3.jpg,316.00,342.58,231.53,453.63,True
BLF2597_0.jpg,263.00,335.42,224.37,446.47,True
BLF2597_1.jpg,263.00,233.92,122.87,344.97,True
BLF2597_3.jpg,263.00,291.53,180.48,402.58,True
BLF2208_0.jpg,222.00,246.50,135.45,357.55,True
BLF2208_1.jpg,222.00,303.78,192.73,414.83,True
BLF2208_3.jpg,222.00,334.20,223.15,445.25,False
BLF2631_0.jpg,231.00,259.85,148.80,370.90,True
BLF2631_1.jpg,231.00,282.45,171.41,393.50,True
BLF2631_3.jpg,231.00,259.00,147.96,370.05,True
BLF2206_0.jpg,299.00,320.32,209.27,431.37,True
BLF2206_1.jpg,299.00,377.18,266.13,488.23,True
BLF2206_3.jpg,299.00,362.51,251.46,473.56,True
BLF2183_0.jpg,247.00,244.27,133.22,355.32,True
BLF2183_1.jpg,247.00,269.91,158.86,380.96,True
BLF2183_3.jpg,247.00,277.83,166.78,388.88,True
BLF2003_0.jpg,212.00,223.31,112.26,334.36,True
BLF2003_1.jpg,212.00,223.07,112.02,334.12,True
BLF2003_3.jpg,212.00,268.38,157.33,379.43,True
BLF2099_0.jpg,295.00,304.72,193.67,415.77,True
BLF2099_1.jpg,295.00,277.04,165.99,388.09,True
BLF2099_3.jpg,295.00,280.17,169.12,391.22,True
BLF2073_0.jpg,300.00,401.25,290.20,512.30,True
BLF2073_1.jpg,300.00,328.03,216.98,439.08,True
BLF2073_3.jpg,300.00,324.98,213.93,436.03,True
BLF2021_0.jpg,211.00,257.73,146.68,368.78,True
BLF2021_1.jpg,211.00,220.33,109.28,331.38,True
BLF2021_3.jpg,211.00,260.66,149.61,371.71,True
BLF2175_0.jpg,208.00,191.33,80.28,302.38,True
BLF2175_1.jpg,208.00,217.36,106.31,328.41,True
BLF2175_3.jpg,208.00,220.72,109.67,331.77,True
BLF2013_0.jpg,255.00,259.00,147.95,370.05,True
BLF2013_1.jpg,255.00,278.23,167.18,389.28,True
BLF2013_3.jpg,255.00,315.41,204.36,426.46,True
BLF2118_0.jpg,300.00,242.94,131.89,353.99,True
BLF2118_1.jpg,300.00,248.79,137.75,359.84,True
BLF2118_3.jpg,300.00,284.35,173.30,395.40,True
BLF2532_0.jpg,365.00,378.72,267.67,489.77,True
BLF2532_1.jpg,365.00,348.09,237.04,459.14,True
BLF2532_3.jpg,365.00,317.54,206.49,428.59,True
BLF2210_0.jpg,311.00,271.72,160.67,382.77,True
BLF2210_1.jpg,311.00,345.62,234.57,456.67,True
BLF2210_3.jpg,311.00,252.71,141.67,363.76,True
BLF2085_0.jpg,195.00,271.31,160.26,382.36,True
BLF2085_1.jpg,195.00,265.34,154.29,376.39,True
BLF2085_3.jpg,195.00,208.68,97.63,319.73,True
BLF2115_0.jpg,280.00,290.45,179.40,401.50,True
BLF2115_1.jpg,280.00,243.74,132.69,354.79,True
BLF2115_3.jpg,280.00,256.68,145.63,367.73,True
BLF2557_0.jpg,195.00,219.03,107.98,330.08,True
BLF2557_1.jpg,195.00,334.97,223.92,446.02,False
BLF2557_3.jpg,195.00,214.90,103.85,325.95,True
BLF2582_0.jpg,222.00,249.91,138.86,360.95,True
BLF2582_1.jpg,222.00,256.45,145.41,367.50,True
BLF2582_3.jpg,222.00,263.79,152.74,374.84,True
BLF2267_0.jpg,222.00,236.50,125.45,347.55,True
BLF2267_1.jpg,222.00,272.10,161.05,383.15,True
BLF2267_3.jpg,222.00,235.54,124.49,346.59,True
lateral_9.png,400.00,478.09,367.04,589.14,True
BLF2318_0.jpg,161.00,196.89,85.84,307.94,True
BLF2318_1.jpg,161.00,229.50,118.45,340.54,True
BLF2318_3.jpg,161.00,199.38,88.33,310.43,True
BLF2007_0.jpg,240.00,243.97,132.93,355.02,True
BLF2007_1.jpg,240.00,277.95,166.90,389.00,True
BLF2007_3.jpg,240.00,326.55,215.50,437.60,True
BLF2157_0.jpg,205.00,232.19,121.14,343.24,True
BLF2157_1.jpg,205.00,236.98,125.93,348.03,True
BLF2157_3.jpg,205.00,256.24,145.19,367.29,True
video_BLF2003_3.jpg,212.00,236.51,125.46,347.56,True
video_BLF2003_7.jpg,212.00,236.82,125.77,347.86,True
video_BLF2007_3.jpg,240.00,338.89,227.84,449.94,True
video_BLF2007_7.jpg,240.00,329.50,218.45,440.54,True
video_BLF2011_3.jpg,245.00,225.60,114.55,336.65,True
video_BLF2011_7.jpg,245.00,239.46,128.41,350.51,True
video_BLF2013_3.jpg,255.00,300.27,189.22,411.32,True
video_BLF2013_7.jpg,255.00,283.13,172.08,394.18,True
video_BLF2014_3.jpg,185.00,296.83,185.78,407.88,False
video_BLF2014_7.jpg,185.00,272.06,161.01,383.11,True
video_BLF2020_3.jpg,226.00,217.89,106.84,328.94,True
video_BLF2020_7.jpg,226.00,248.76,137.71,359.81,True
video_BLF2021_3.jpg,211.00,223.74,112.69,334.78,True
video_BLF2021_7.jpg,211.00,229.11,118.06,340.16,True
video_BLF2058_3.jpg,220.00,235.73,124.68,346.78,True
video_BLF2058_7.jpg,220.00,265.32,154.27,376.37,True
video_BLF2065_3.jpg,216.00,229.30,118.25,340.35,True
video_BLF2065_7.jpg,216.00,251.95,140.90,363.00,True
video_BLF2073_3.jpg,300.00,279.10,168.05,390.15,True
video_BLF2073_7.jpg,300.00,233.55,122.51,344.60,True
video_BLF2074_3.jpg,210.00,215.47,104.42,326.52,True
video_BLF2074_7.jpg,210.00,223.79,112.74,334.84,True
video_BLF2082_3.jpg,272.00,281.46,170.41,392.51,True
video_BLF2082_7.jpg,272.00,216.40,105.35,327.45,True
video_BLF2085_3.jpg,195.00,275.89,164.84,386.94,True
video_BLF2085_7.jpg,195.00,245.23,134.18,356.28,True
video_BLF2087_3.jpg,287.00,396.66,285.62,507.71,True
video_BLF2087_7.jpg,287.00,310.83,199.78,421.88,True
video_BLF2091_3.jpg,273.00,298.95,187.90,410.00,True
video_BLF2091_7.jpg,273.00,260.07,149.02,371.12,True
video_BLF2095_3.jpg,252.00,266.70,155.65,377.74,True
video_BLF2095_7.jpg,252.00,306.91,195.86,417.96,True
video_BLF2099_3.jpg,295.00,365.19,254.14,476.24,True
video_BLF2099_7.jpg,295.00,312.54,201.49,423.59,True
video_BLF2105_3.jpg,259.00,231.01,119.96,342.06,True
video_BLF2105_7.jpg,259.00,254.33,143.28,365.38,True
video_BLF2106_3.jpg,277.00,302.30,191.25,413.35,True
video_BLF2106_7.jpg,277.00,263.33,152.28,374.38,True
video_BLF2115_3.jpg,280.00,269.89,158.84,380.94,True
video_BLF2115_7.jpg,280.00,308.86,197.81,419.91,True
video_BLF2117_3.jpg,236.00,234.77,123.72,345.82,True
video_BLF2117_7.jpg,236.00,218.33,107.28,329.38,True
video_BLF2118_3.jpg,300.00,266.30,155.25,377.35,True
video_BLF2118_7.jpg,300.00,237.78,126.73,348.83,True
video_BLF2129_3.jpg,275.00,264.42,153.37,375.47,True
video_BLF2129_7.jpg,275.00,236.91,125.86,347.96,True
video_BLF2130_3.jpg,285.00,290.31,179.26,401.36,True
video_BLF2130_7.jpg,285.00,282.12,171.07,393.17,True
video_BLF2131_3.jpg,212.00,238.91,127.86,349.96,True
video_BLF2131_7.jpg,212.00,234.58,123.53,345.63,True
video_BLF2137_3.jpg,239.00,214.52,103.47,325.57,True
video_BLF2137_7.jpg,239.00,216.49,105.44,327.54,True
video_BLF2139_3.jpg,234.00,260.58,149.53,371.63,True
video_BLF2139_7.jpg,234.00,248.69,137.64,359.74,True
video_BLF2146_3.jpg,289.00,268.48,157.43,379.52,True
video_BLF2146_7.jpg,289.00,271.11,160.06,382.16,True
video_BLF2147_3.jpg,266.00,272.57,161.52,383.62,True
video_BLF2147_7.jpg,266.00,269.17,158.12,380.22,True
video_BLF2152_3.jpg,220.00,240.73,129.69,351.78,True
video_BLF2152_7.jpg,220.00,226.99,115.94,338.04,True
video_BLF2154_3.jpg,220.00,253.97,142.92,365.02,True
video_BLF2154_7.jpg,220.00,320.89,209.84,431.94,True
video_BLF2157_3.jpg,205.00,219.06,108.01,330.11,True
video_BLF2157_7.jpg,205.00,239.70,128.65,350.75,True
video_BLF2163_3.jpg,282.00,350.80,239.75,461.84,True
video_BLF2163_7.jpg,282.00,250.91,139.86,361.96,True
video_BLF2167_3.jpg,242.00,229.64,118.59,340.69,True
video_BLF2167_7.jpg,242.00,269.54,158.49,380.59,True
video_BLF2171_3.jpg,268.00,352.62,241.57,463.67,True
video_BLF2171_7.jpg,268.00,346.62,235.57,457.67,True
video_BLF2175_3.jpg,208.00,192.49,81.44,303.54,True
video_BLF2175_7.jpg,208.00,222.37,111.32,333.42,True
video_BLF2177_3.jpg,203.00,240.51,129.46,351.56,True
video_BLF2177_7.jpg,203.00,234.08,123.03,345.12,True
video_BLF2178_3.jpg,246.00,268.00,156.95,379.05,True
video_BLF2178_7.jpg,246.00,257.68,146.63,368.73,True
video_BLF2181_3.jpg,245.00,330.18,219.13,441.23,True
video_BLF2181_7.jpg,245.00,288.99,177.95,400.04,True
video_BLF2183_3.jpg,247.00,284.03,172.98,395.08,True
video_BLF2183_7.jpg,247.00,269.34,158.29,380.38,True
video_BLF2185_3.jpg,279.00,274.97,163.92,386.02,True
video_BLF2185_7.jpg,279.00,316.14,205.09,427.18,True
video_BLF2186_3.jpg,245.00,206.96,95.91,318.01,True
video_BLF2186_7.jpg,245.00,198.44,87.39,309.49,True
video_BLF2192_3.jpg,244.00,260.18,149.13,371.23,True
video_BLF2192_7.jpg,244.00,269.92,158.87,380.97,True
video_BLF2206_3.jpg,299.00,309.93,198.88,420.97,True
video_BLF2206_7.jpg,299.00,248.21,137.16,359.26,True
video_BLF2208_3.jpg,222.00,233.17,122.12,344.22,True
video_BLF2208_7.jpg,222.00,264.47,153.42,375.52,True
video_BLF2210_3.jpg,311.00,297.12,186.07,408.17,True
video_BLF2210_7.jpg,311.00,275.70,164.65,386.74,True
video_BLF2214_3.jpg,252.00,313.79,202.75,424.84,True
video_BLF2214_7.jpg,252.00,290.24,179.19,401.29,True
video_BLF2229_3.jpg,246.00,336.97,225.92,448.02,True
video_BLF2229_7.jpg,246.00,286.98,175.93,398.03,True
video_BLF2234_3.jpg,197.00,250.26,139.21,361.31,True
video_BLF2234_7.jpg,197.00,242.77,131.72,353.82,True
video_BLF2239_3.jpg,245.00,297.69,186.64,408.74,True
video_BLF2239_7.jpg,245.00,300.23,189.19,411.28,True
video_BLF2244_3.jpg,226.00,261.03,149.98,372.08,True
video_BLF2244_7.jpg,226.00,245.21,134.16,356.26,True
video_BLF2265_3.jpg,226.00,259.63,148.58,370.68,True
video_BLF2265_7.jpg,226.00,223.77,112.72,334.82,True
video_BLF2267_3.jpg,222.00,300.30,189.25,411.35,True
video_BLF2267_7.jpg,222.00,268.15,157.10,379.20,True
video_BLF2277_3.jpg,210.00,238.19,127.14,349.24,True
video_BLF2277_7.jpg,210.00,216.01,104.96,327.06,True
video_BLF2285_3.jpg,224.00,241.87,130.83,352.92,True
video_BLF2285_7.jpg,224.00,237.13,126.08,348.18,True
video_BLF2287_3.jpg,176.00,267.73,156.68,378.77,True
video_BLF2287_7.jpg,176.00,212.92,101.87,323.97,True
video_BLF2290_3.jpg,186.00,214.38,103.33,325.43,True
video_BLF2290_7.jpg,186.00,243.85,132.80,354.90,True
video_BLF2293_3.jpg,170.00,198.48,87.43,309.53,True
video_BLF2293_7.jpg,170.00,261.07,150.02,372.12,True
video_BLF2301_3.jpg,218.00,274.21,163.16,385.26,True
video_BLF2301_7.jpg,218.00,269.22,158.17,380.27,True
video_BLF2302_3.jpg,173.00,228.03,116.98,339.08,True
video_BLF2302_7.jpg,173.00,208.57,97.52,319.62,True
video_BLF2306_3.jpg,285.00,350.63,239.58,461.67,True
video_BLF2306_7.jpg,285.00,273.00,161.96,384.05,True
video_BLF2307_3.jpg,264.00,289.76,178.71,400.81,True
video_BLF2307_7.jpg,264.00,225.53,114.48,336.58,True
video_BLF2314_3.jpg,260.00,300.87,189.82,411.92,True
video_BLF2314_7.jpg,260.00,272.59,161.54,383.64,True
video_BLF2318_3.jpg,161.00,180.83,69.78,291.88,True
video_BLF2318_7.jpg,161.00,186.53,75.48,297.58,True
video_BLF2329_3.jpg,198.00,258.57,147.52,369.62,True
