nombre_foto,peso_real_kg,peso_estimado_kg,error_absoluto_kg
BLF2095_3.jpg,252.00,269.34,17.34
BLF2139_0.jpg,234.00,228.12,5.88
BLF2139_1.jpg,234.00,192.01,41.99
BLF2139_3.jpg,234.00,254.76,20.76
BLF2181_0.jpg,245.00,297.11,52.11
BLF2181_1.jpg,245.00,239.79,5.21
BLF2181_3.jpg,245.00,265.97,20.97
BLF2130_0.jpg,285.00,302.62,17.62
BLF2130_1.jpg,285.00,209.79,75.21
BLF2130_3.jpg,285.00,259.34,25.66
BLF2277_0.jpg,210.00,213.56,3.56
BLF2277_1.jpg,210.00,227.80,17.80
BLF2277_3.jpg,210.00,219.57,9.57
BLF2302_0.jpg,173.00,230.43,57.43
BLF2302_1.jpg,173.00,226.80,53.80
BLF2302_3.jpg,173.00,211.78,38.78
BLF2058_0.jpg,220.00,226.15,6.15
BLF2058_1.jpg,220.00,247.93,27.93
BLF2058_3.jpg,220.00,233.62,13.62
BLF2575_0.jpg,211.00,256.08,45.08
BLF2575_1.jpg,211.00,245.09,34.09
BLF2575_3.jpg,211.00,229.20,18.20
BLF2167_0.jpg,242.00,247.30,5.30
BLF2167_1.jpg,242.00,213.06,28.94
BLF2167_3.jpg,242.00,251.52,9.52
BLF2020_0.jpg,226.00,274.60,48.60
BLF2020_1.jpg,226.00,236.32,10.32
BLF2020_3.jpg,226.00,255.19,29.19
BLF2163_0.jpg,282.00,276.75,5.25
BLF2163_1.jpg,282.00,277.17,4.83
BLF2163_3.jpg,282.00,335.44,53.44
BLF2333_0.jpg,207.00,241.34,34.34
BLF2333_1.jpg,207.00,200.57,6.43
BLF2333_3.jpg,207.00,223.01,16.01
BLF2329_0.jpg,198.00,208.98,10.98
BLF2329_1.jpg,198.00,225.64,27.64
BLF2329_3.jpg,198.00,197.34,0.66
BLF2152_0.jpg,220.00,232.87,12.87
BLF2152_1.jpg,220.00,218.87,1.13
BLF2152_3.jpg,220.00,216.41,3.59
BLF2293_0.jpg,170.00,247.10,77.10
BLF2293_1.jpg,170.00,193.09,23.09
BLF2293_3.jpg,170.00,225.53,55.53
BLF2082_0.jpg,272.00,283.47,11.47
BLF2082_1.jpg,272.00,261.83,10.17
BLF2082_3.jpg,272.00,258.97,13.03
BLF2573_0.jpg,250.00,213.86,36.14
BLF2573_1.jpg,250.00,271.20,21.20
BLF2573_3.jpg,250.00,222.40,27.60
lateral_33.png,450.00,459.51,9.51
BLF2129_0.jpg,275.00,202.96,72.04
BLF2129_1.jpg,275.00,205.86,69.14
BLF2129_3.jpg,275.00,325.82,50.82
BLF2525_0.jpg,297.00,307.29,10.29
BLF2525_1.jpg,297.00,236.36,60.64
BLF2525_3.jpg,297.00,268.96,28.04
BLF2588_0.jpg,233.00,332.44,99.44
BLF2588_1.jpg,233.00,234.43,1.43
BLF2588_3.jpg,233.00,211.97,21.03
BLF2527_0.jpg,546.00,334.43,211.57
BLF2527_1.jpg,546.00,375.39,170.61
BLF2527_3.jpg,546.00,381.19,164.81
BLF2285_0.jpg,224.00,254.26,30.26
BLF2285_1.jpg,224.00,234.20,10.20
BLF2285_3.jpg,224.00,266.89,42.89
BLF2624_0.jpg,208.00,283.99,75.99
BLF2624_1.jpg,208.00,209.75,1.75
BLF2624_3.jpg,208.00,266.15,58.15
BLF2662_0.jpg,238.00,250.69,12.69
BLF2662_1.jpg,238.00,226.43,11.57
BLF2662_3.jpg,238.00,206.53,31.47
BLF2265_0.jpg,226.00,243.84,17.84
BLF2265_1.jpg,226.00,230.89,4.89
BLF2265_3.jpg,226.00,251.69,25.69
BLF2287_0.jpg,176.00,186.42,10.42
BLF2287_1.jpg,176.00,191.92,15.92
BLF2287_3.jpg,176.00,189.79,13.79
BLF2306_0.jpg,285.00,318.99,33.99
BLF2306_1.jpg,285.00,220.15,64.85
BLF2306_3.jpg,285.00,320.80,35.80
BLF2502_0.jpg,816.00,452.04,363.96
BLF2502_1.jpg,816.00,320.98,495.02
BLF2502_3.jpg,816.00,386.12,429.88
BLF2171_0.jpg,268.00,245.10,22.90
BLF2171_1.jpg,268.00,240.56,27.44
BLF2171_3.jpg,268.00,300.73,32.73
BLF2307_0.jpg,264.00,256.26,7.74
BLF2307_1.jpg,264.00,263.46,0.54
BLF2307_3.jpg,264.00,244.81,19.19
lateral_22.png,440.00,451.69,11.69
BLF2612_0.jpg,203.00,205.62,2.62
BLF2612_1.jpg,203.00,214.57,11.57
BLF2612_3.jpg,203.00,207.68,4.68
BLF2154_0.jpg,220.00,234.05,14.05
BLF2154_1.jpg,220.00,227.65,7.65
BLF2154_3.jpg,220.00,255.16,35.16
BLF2178_0.jpg,246.00,275.49,29.49
BLF2178_1.jpg,246.00,249.17,3.17
BLF2178_3.jpg,246.00,244.85,1.15
BLF2301_0.jpg,218.00,239.35,21.35
BLF2301_1.jpg,218.00,220.81,2.81
BLF2301_3.jpg,218.00,247.81,29.81
BLF2565_0.jpg,234.00,247.86,13.86
BLF2565_1.jpg,234.00,244.23,10.23
BLF2565_3.jpg,234.00,224.02,9.98
BLF2117_0.jpg,236.00,208.26,27.74
BLF2117_1.jpg,236.00,212.90,23.10
BLF2117_3.jpg,236.00,237.77,1.77
BLF2137_0.jpg,239.00,223.14,15.86
BLF2137_1.jpg,239.00,224.70,14.30
BLF2137_3.jpg,239.00,217.81,21.19
BLF2596_0.jpg,203.00,216.11,13.11
BLF2596_1.jpg,203.00,207.32,4.32
BLF2596_3.jpg,203.00,218.57,15.57
BLF2011_0.jpg,245.00,218.21,26.79
BLF2011_1.jpg,245.00,249.39,4.39
BLF2011_3.jpg,245.00,229.88,15.12
BLF2517_0.jpg,247.00,270.86,23.86
BLF2517_1.jpg,247.00,294.30,47.30
BLF2517_3.jpg,247.00,281.81,34.81
BLF2234_0.jpg,197.00,199.59,2.59
BLF2234_1.jpg,197.00,281.33,84.33
BLF2234_3.jpg,197.00,210.26,13.26
BLF2105_0.jpg,259.00,354.04,95.04
BLF2105_1.jpg,259.00,249.97,9.03
BLF2105_3.jpg,259.00,236.79,22.21
BLF2146_0.jpg,289.00,341.89,52.89
BLF2146_1.jpg,289.00,246.72,42.28
BLF2146_3.jpg,289.00,264.92,24.08
BLF2538_0.jpg,477.00,541.87,64.87
BLF2538_1.jpg,477.00,459.72,17.28
BLF2538_3.jpg,477.00,567.34,90.34
BLF2185_0.jpg,279.00,323.15,44.15
BLF2185_1.jpg,279.00,338.75,59.75
BLF2185_3.jpg,279.00,304.55,25.55
BLF2572_0.jpg,254.00,291.92,37.92
BLF2572_1.jpg,254.00,271.70,17.70
BLF2572_3.jpg,254.00,229.96,24.04
BLF2244_0.jpg,226.00,243.19,17.19
BLF2244_1.jpg,226.00,249.46,23.46
BLF2244_3.jpg,226.00,226.41,0.41
BLF2014_0.jpg,185.00,213.55,28.55
BLF2014_1.jpg,185.00,172.75,12.25
BLF2014_3.jpg,185.00,268.31,83.31
BLF2590_0.jpg,270.00,203.50,66.50
BLF2590_1.jpg,270.00,233.89,36.11
BLF2590_3.jpg,270.00,256.87,13.13
lateral_27.png,450.00,472.59,22.59
BLF2646_0.jpg,230.00,226.21,3.79
BLF2646_1.jpg,230.00,248.55,18.55
BLF2646_3.jpg,230.00,235.61,5.61
lateral_24.png,445.00,496.08,51.08
BLF2637_0.jpg,274.00,246.46,27.54
BLF2637_1.jpg,274.00,267.48,6.52
BLF2637_3.jpg,274.00,253.87,20.13
lateral_30.png,608.00,396.04,211.96
BLF2651_0.jpg,192.00,200.57,8.57
BLF2651_1.jpg,192.00,188.52,3.48
BLF2651_3.jpg,192.00,193.83,1.83
BLF2065_0.jpg,216.00,227.46,11.46
BLF2065_1.jpg,216.00,232.86,16.86
BLF2065_3.jpg,216.00,227.07,11.07
BLF2177_0.jpg,203.00,204.16,1.16
BLF2177_1.jpg,203.00,201.04,1.96
BLF2177_3.jpg,203.00,239.59,36.59
BLF2147_0.jpg,266.00,347.96,81.96
BLF2147_1.jpg,266.00,241.11,24.89
BLF2147_3.jpg,266.00,256.45,9.55
BLF2616_0.jpg,246.00,251.09,5.09
BLF2616_1.jpg,246.00,265.77,19.77
BLF2616_3.jpg,246.00,240.29,5.71
BLF2629_0.jpg,294.00,332.73,38.73
BLF2629_1.jpg,294.00,308.92,14.92
BLF2629_3.jpg,294.00,292.53,1.47
BLF2610_0.jpg,302.00,306.25,4.25
BLF2610_1.jpg,302.00,327.01,25.01
BLF2610_3.jpg,302.00,346.26,44.26
BLF2656_0.jpg,209.00,217.08,8.08
BLF2656_1.jpg,209.00,178.12,30.88
BLF2656_3.jpg,209.00,218.22,9.22
BLF2546_0.jpg,419.00,383.93,35.07
BLF2546_1.jpg,419.00,466.52,47.52
BLF2546_3.jpg,419.00,362.30,56.70
BLF2568_0.jpg,187.00,259.10,72.10
BLF2568_1.jpg,187.00,189.29,2.29
BLF2568_3.jpg,187.00,196.53,9.53
BLF2106_0.jpg,277.00,256.35,20.65
BLF2106_1.jpg,277.00,233.65,43.35
BLF2106_3.jpg,277.00,244.85,32.15
BLF2214_0.jpg,252.00,256.26,4.26
BLF2214_1.jpg,252.00,276.84,24.84
BLF2214_3.jpg,252.00,243.14,8.86
BLF2623_0.jpg,316.00,268.68,47.32
BLF2623_1.jpg,316.00,316.97,0.97
BLF2623_3.jpg,316.00,353.25,37.25
BLF2597_0.jpg,263.00,345.90,82.90
BLF2597_1.jpg,263.00,213.13,49.87
BLF2597_3.jpg,263.00,292.18,29.18
BLF2208_0.jpg,222.00,236.55,14.55
BLF2208_1.jpg,222.00,269.36,47.36
BLF2208_3.jpg,222.00,323.07,101.07
BLF2631_0.jpg,231.00,248.53,17.53
BLF2631_1.jpg,231.00,268.78,37.78
BLF2631_3.jpg,231.00,256.11,25.11
BLF2206_0.jpg,299.00,314.65,15.65
BLF2206_1.jpg,299.00,356.49,57.49
BLF2206_3.jpg,299.00,359.21,60.21
BLF2183_0.jpg,247.00,244.52,2.48
BLF2183_1.jpg,247.00,252.15,5.15
BLF2183_3.jpg,247.00,272.67,25.67
BLF2003_0.jpg,212.00,221.11,9.11
BLF2003_1.jpg,212.00,204.48,7.52
BLF2003_3.jpg,212.00,258.33,46.33
BLF2099_0.jpg,295.00,306.80,11.80
BLF2099_1.jpg,295.00,253.17,41.83
BLF2099_3.jpg,295.00,273.92,21.08
BLF2073_0.jpg,300.00,409.59,109.59
BLF2073_1.jpg,300.00,308.83,8.83
BLF2073_3.jpg,300.00,333.51,33.51
BLF2021_0.jpg,211.00,247.82,36.82
BLF2021_1.jpg,211.00,198.27,12.73
BLF2021_3.jpg,211.00,249.14,38.14
BLF2175_0.jpg,208.00,183.99,24.01
BLF2175_1.jpg,208.00,196.13,11.87
BLF2175_3.jpg,208.00,210.31,2.31
BLF2013_0.jpg,255.00,252.74,2.26
BLF2013_1.jpg,255.00,273.63,18.63
BLF2013_3.jpg,255.00,318.37,63.37
BLF2118_0.jpg,300.00,238.25,61.75
BLF2118_1.jpg,300.00,233.19,66.81
BLF2118_3.jpg,300.00,290.05,9.95
BLF2532_0.jpg,365.00,394.46,29.46
BLF2532_1.jpg,365.00,339.19,25.81
BLF2532_3.jpg,365.00,333.08,31.92
BLF2210_0.jpg,311.00,277.09,33.91
BLF2210_1.jpg,311.00,328.16,17.16
BLF2210_3.jpg,311.00,257.47,53.53
BLF2085_0.jpg,195.00,262.92,67.92
BLF2085_1.jpg,195.00,234.51,39.51
BLF2085_3.jpg,195.00,196.64,1.64
BLF2115_0.jpg,280.00,299.15,19.15
BLF2115_1.jpg,280.00,227.28,52.72
BLF2115_3.jpg,280.00,253.93,26.07
BLF2557_0.jpg,195.00,205.40,10.40
BLF2557_1.jpg,195.00,323.34,128.34
BLF2557_3.jpg,195.00,204.89,9.89
BLF2582_0.jpg,222.00,250.96,28.96
BLF2582_1.jpg,222.00,228.99,6.99
BLF2582_3.jpg,222.00,251.14,29.14
BLF2267_0.jpg,222.00,234.07,12.07
BLF2267_1.jpg,222.00,242.92,20.92
BLF2267_3.jpg,222.00,230.84,8.84
lateral_9.png,400.00,471.10,71.10
BLF2318_0.jpg,161.00,187.94,26.94
BLF2318_1.jpg,161.00,211.23,50.23
BLF2318_3.jpg,161.00,192.86,31.86
BLF2007_0.jpg,240.00,226.58,13.42
BLF2007_1.jpg,240.00,244.75,4.75
BLF2007_3.jpg,240.00,282.13,42.13
BLF2157_0.jpg,205.00,223.95,18.95
BLF2157_1.jpg,205.00,220.01,15.01
BLF2157_3.jpg,205.00,257.52,52.52
video_BLF2003_3.jpg,212.00,225.11,13.11
video_BLF2003_7.jpg,212.00,223.79,11.79
video_BLF2007_3.jpg,240.00,313.63,73.63
video_BLF2007_7.jpg,240.00,307.91,67.91
video_BLF2011_3.jpg,245.00,209.80,35.20
video_BLF2011_7.jpg,245.00,226.55,18.45
video_BLF2013_3.jpg,255.00,273.21,18.21
video_BLF2013_7.jpg,255.00,239.50,15.50
video_BLF2014_3.jpg,185.00,289.71,104.71
video_BLF2014_7.jpg,185.00,259.79,74.79
video_BLF2020_3.jpg,226.00,202.20,23.80
video_BLF2020_7.jpg,226.00,228.47,2.47
video_BLF2021_3.jpg,211.00,218.42,7.42
video_BLF2021_7.jpg,211.00,219.82,8.82
video_BLF2058_3.jpg,220.00,219.87,0.13
video_BLF2058_7.jpg,220.00,240.62,20.62
video_BLF2065_3.jpg,216.00,220.96,4.96
video_BLF2065_7.jpg,216.00,237.86,21.86
video_BLF2073_3.jpg,300.00,261.27,38.73
video_BLF2073_7.jpg,300.00,216.73,83.27
video_BLF2074_3.jpg,210.00,201.62,8.38
video_BLF2074_7.jpg,210.00,207.79,2.21
video_BLF2082_3.jpg,272.00,259.77,12.23
video_BLF2082_7.jpg,272.00,194.74,77.26
video_BLF2085_3.jpg,195.00,247.47,52.47
video_BLF2085_7.jpg,195.00,221.70,26.70
video_BLF2087_3.jpg,287.00,380.15,93.15
video_BLF2087_7.jpg,287.00,288.66,1.66
video_BLF2091_3.jpg,273.00,288.10,15.10
video_BLF2091_7.jpg,273.00,234.70,38.30
video_BLF2095_3.jpg,252.00,243.66,8.34
video_BLF2095_7.jpg,252.00,282.70,30.70
video_BLF2099_3.jpg,295.00,355.29,60.29
video_BLF2099_7.jpg,295.00,298.27,3.27
video_BLF2105_3.jpg,259.00,210.81,48.19
video_BLF2105_7.jpg,259.00,229.99,29.01
video_BLF2106_3.jpg,277.00,285.11,8.11
video_BLF2106_7.jpg,277.00,248.55,28.45
video_BLF2115_3.jpg,280.00,271.10,8.90
video_BLF2115_7.jpg,280.00,310.33,30.33
video_BLF2117_3.jpg,236.00,219.15,16.85
video_BLF2117_7.jpg,236.00,199.39,36.61
video_BLF2118_3.jpg,300.00,256.93,43.07
video_BLF2118_7.jpg,300.00,233.55,66.45
video_BLF2129_3.jpg,275.00,274.65,0.35
video_BLF2129_7.jpg,275.00,226.50,48.50
video_BLF2130_3.jpg,285.00,271.11,13.89
video_BLF2130_7.jpg,285.00,272.43,12.57
video_BLF2131_3.jpg,212.00,220.24,8.24
video_BLF2131_7.jpg,212.00,227.80,15.80
video_BLF2137_3.jpg,239.00,201.51,37.49
video_BLF2137_7.jpg,239.00,208.42,30.58
video_BLF2139_3.jpg,234.00,244.70,10.70
video_BLF2139_7.jpg,234.00,236.73,2.73
video_BLF2146_3.jpg,289.00,268.46,20.54
video_BLF2146_7.jpg,289.00,271.52,17.48
video_BLF2147_3.jpg,266.00,235.43,30.57
video_BLF2147_7.jpg,266.00,257.48,8.52
video_BLF2152_3.jpg,220.00,232.41,12.41
video_BLF2152_7.jpg,220.00,218.87,1.13
video_BLF2154_3.jpg,220.00,232.94,12.94
video_BLF2154_7.jpg,220.00,286.07,66.07
video_BLF2157_3.jpg,205.00,203.73,1.27
video_BLF2157_7.jpg,205.00,224.52,19.52
video_BLF2163_3.jpg,282.00,343.17,61.17
video_BLF2163_7.jpg,282.00,240.25,41.75
video_BLF2167_3.jpg,242.00,224.31,17.69
video_BLF2167_7.jpg,242.00,260.66,18.66
video_BLF2171_3.jpg,268.00,330.01,62.01
video_BLF2171_7.jpg,268.00,297.85,29.85
video_BLF2175_3.jpg,208.00,187.86,20.14
video_BLF2175_7.jpg,208.00,203.96,4.04
video_BLF2177_3.jpg,203.00,222.72,19.72
video_BLF2177_7.jpg,203.00,225.59,22.59
video_BLF2178_3.jpg,246.00,251.96,5.96
video_BLF2178_7.jpg,246.00,250.96,4.96
video_BLF2181_3.jpg,245.00,327.56,82.56
video_BLF2181_7.jpg,245.00,276.43,31.43
video_BLF2183_3.jpg,247.00,259.09,12.09
video_BLF2183_7.jpg,247.00,253.29,6.29
video_BLF2185_3.jpg,279.00,250.73,28.27
video_BLF2185_7.jpg,279.00,308.43,29.43
video_BLF2186_3.jpg,245.00,194.55,50.45
video_BLF2186_7.jpg,245.00,185.77,59.23
video_BLF2192_3.jpg,244.00,248.48,4.48
video_BLF2192_7.jpg,244.00,256.78,12.78
video_BLF2206_3.jpg,299.00,280.02,18.98
video_BLF2206_7.jpg,299.00,219.99,79.01
video_BLF2208_3.jpg,222.00,214.24,7.76
video_BLF2208_7.jpg,222.00,251.66,29.66
video_BLF2210_3.jpg,311.00,290.00,21.00
video_BLF2210_7.jpg,311.00,263.43,47.57
video_BLF2214_3.jpg,252.00,298.01,46.01
video_BLF2214_7.jpg,252.00,283.52,31.52
video_BLF2229_3.jpg,246.00,318.26,72.26
video_BLF2229_7.jpg,246.00,268.93,22.93
video_BLF2234_3.jpg,197.00,215.61,18.61
video_BLF2234_7.jpg,197.00,210.15,13.15
video_BLF2239_3.jpg,245.00,269.62,24.62
video_BLF2239_7.jpg,245.00,281.13,36.13
video_BLF2244_3.jpg,226.00,254.54,28.54
video_BLF2244_7.jpg,226.00,231.40,5.40
video_BLF2265_3.jpg,226.00,227.87,1.87
video_BLF2265_7.jpg,226.00,211.80,14.20
video_BLF2267_3.jpg,222.00,272.85,50.85
video_BLF2267_7.jpg,222.00,239.91,17.91
video_BLF2277_3.jpg,210.00,221.23,11.23
video_BLF2277_7.jpg,210.00,206.84,3.16
video_BLF2285_3.jpg,224.00,216.19,7.81
video_BLF2285_7.jpg,224.00,223.00,1.00
video_BLF2287_3.jpg,176.00,245.38,69.38
video_BLF2287_7.jpg,176.00,205.84,29.84
video_BLF2290_3.jpg,186.00,183.06,2.94
video_BLF2290_7.jpg,186.00,227.88,41.88
video_BLF2293_3.jpg,170.00,174.00,4.00
video_BLF2293_7.jpg,170.00,233.52,63.52
video_BLF2301_3.jpg,218.00,251.51,33.51
video_BLF2301_7.jpg,218.00,252.46,34.46
video_BLF2302_3.jpg,173.00,212.12,39.12
video_BLF2302_7.jpg,173.00,198.58,25.58
video_BLF2306_3.jpg,285.00,321.30,36.30
video_BLF2306_7.jpg,285.00,258.27,26.73
video_BLF2307_3.jpg,264.00,260.27,3.73
video_BLF2307_7.jpg,264.00,212.80,51.20
video_BLF2314_3.jpg,260.00,264.55,4.55
video_BLF2314_7.jpg,260.00,250.73,9.27
video_BLF2318_3.jpg,161.00,166.18,5.18
video_BLF2318_7.jpg,161.00,175.63,14.63
video_BLF2329_3.jpg,198.00,239.20,41.20
video_BLF2329_7.jpg,198.00,218.15,20.15
video_BLF2333_3.jpg,207.00,239.43,32.43
video_BLF2333_7.jpg,207.00,189.99,17.01
video_BLF2502_3.jpg,816.00,458.79,357.21
video_BLF2502_7.jpg,816.00,413.21,402.79
video_BLF2517_3.jpg,247.00,347.35,100.35
video_BLF2517_7.jpg,247.00,286.30,39.30
video_BLF2525_3.jpg,297.00,262.04,34.96
video_BLF2525_7.jpg,297.00,267.27,29.73
video_BLF2527_3.jpg,546.00,374.94,171.06
video_BLF2527_7.jpg,546.00,410.74,135.26
video_BLF2532_3.jpg,365.00,389.24,24.24
video_BLF2532_7.jpg,365.00,294.88,70.12
video_BLF2537_3.jpg,420.00,409.82,10.18
video_BLF2537_7.jpg,420.00,387.80,32.20
video_BLF2538_3.jpg,477.00,464.77,12.23
video_BLF2538_7.jpg,477.00,464.29,12.71
video_BLF2541_3.jpg,466.00,429.20,36.80
video_BLF2541_7.jpg,466.00,534.35,68.35
video_BLF2544_3.jpg,378.00,336.66,41.34
video_BLF2544_7.jpg,378.00,291.64,86.36
video_BLF2546_3.jpg,419.00,387.47,31.53
video_BLF2546_7.jpg,419.00,351.61,67.39
video_BLF2557_3.jpg,195.00,212.62,17.62
video_BLF2557_7.jpg,195.00,195.31,0.31
video_BLF2565_3.jpg,234.00,290.42,56.42
video_BLF2565_7.jpg,234.00,250.58,16.58
video_BLF2568_3.jpg,187.00,190.04,3.04
video_BLF2568_7.jpg,187.00,207.94,20.94
video_BLF2570_3.jpg,258.00,266.72,8.72
video_BLF2570_7.jpg,258.00,291.55,33.55
video_BLF2572_3.jpg,254.00,275.61,21.61
video_BLF2572_7.jpg,254.00,227.94,26.06
video_BLF2573_3.jpg,250.00,273.99,23.99
video_BLF2573_7.jpg,250.00,226.79,23.21
video_BLF2575_3.jpg,211.00,217.82,6.82
video_BLF2575_7.jpg,211.00,240.66,29.66
video_BLF2577_3.jpg,283.00,288.64,5.64
video_BLF2577_7.jpg,283.00,252.90,30.10
video_BLF2582_3.jpg,222.00,223.52,1.52
video_BLF2582_7.jpg,222.00,225.04,3.04
video_BLF2583_3.jpg,219.00,251.70,32.70
video_BLF2583_7.jpg,219.00,220.34,1.34
video_BLF2588_3.jpg,233.00,246.07,13.07
video_BLF2588_7.jpg,233.00,214.51,18.49
video_BLF2590_3.jpg,270.00,236.24,33.76
video_BLF2590_7.jpg,270.00,247.59,22.41
video_BLF2596_3.jpg,203.00,199.31,3.69
video_BLF2596_7.jpg,203.00,212.84,9.84
video_BLF2597_3.jpg,263.00,317.53,54.53
video_BLF2597_7.jpg,263.00,251.28,11.72
video_BLF2609_3.jpg,286.00,267.43,18.57
video_BLF2609_7.jpg,286.00,247.79,38.21
video_BLF2610_3.jpg,302.00,288.12,13.88
video_BLF2610_7.jpg,302.00,300.06,1.94
video_BLF2612_3.jpg,203.00,206.02,3.02
video_BLF2612_7.jpg,203.00,229.34,26.34
video_BLF2613_3.jpg,280.00,279.63,0.37
video_BLF2613_7.jpg,280.00,237.97,42.03
video_BLF2616_3.jpg,246.00,311.41,65.41
video_BLF2616_7.jpg,246.00,274.50,28.50
video_BLF2617_3.jpg,300.00,291.62,8.38
video_BLF2617_7.jpg,300.00,308.20,8.20
video_BLF2623_3.jpg,316.00,366.50,50.50
video_BLF2623_7.jpg,316.00,341.58,25.58
video_BLF2624_3.jpg,208.00,201.04,6.96
video_BLF2624_7.jpg,208.00,200.68,7.32
video_BLF2629_3.jpg,294.00,249.91,44.09
video_BLF2629_7.jpg,294.00,275.71,18.29
video_BLF2631_3.jpg,231.00,238.20,7.20
video_BLF2631_7.jpg,231.00,246.59,15.59
video_BLF2637_3.jpg,274.00,235.40,38.60
video_BLF2637_7.jpg,274.00,200.13,73.87
video_BLF2646_3.jpg,230.00,245.97,15.97
video_BLF2646_7.jpg,230.00,230.91,0.91
video_BLF2651_3.jpg,192.00,276.09,84.09
video_BLF2651_7.jpg,192.00,275.97,83.97
video_BLF2656_3.jpg,209.00,226.40,17.40
video_BLF2656_7.jpg,209.00,215.46,6.46
video_BLF2657_3.jpg,152.00,183.71,31.71
video_BLF2657_7.jpg,152.00,221.17,69.17
video_BLF2662_3.jpg,238.00,247.76,9.76
video_BLF2662_7.jpg,238.00,223.07,14.93
